uri,created,toNotation,fromNotation,type
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641099,2024-10-30,800274575,1077621957,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641102,2024-10-30,800201495,4199676-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641110,2024-10-30,800489843,4127746-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641129,2024-10-30,800693973,4136656-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641137,2024-10-30,800383164,7593360-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641145,2024-10-30,800690653,4003364-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641153,2024-10-30,800390417,4084762-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641161,2024-10-30,800400103,4003434-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664117X,2024-10-30,800433814,4162083-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641188,2024-10-30,800265557,4003451-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641196,2024-10-30,800657084,4068939-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664120X,2024-10-30,800675571,4003434-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641218,2024-10-30,800553334,4079268-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641226,2024-10-30,800548620,4126116-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641234,2024-10-30,800405368,4003524-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641242,2024-10-30,800504106,4204407-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641250,2024-10-30,800623291,4143396-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641269,2024-10-30,800559583,4050894-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641277,2024-10-30,800081690,4003550-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641285,2024-10-30,800050423,4003554-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641293,2024-10-30,800702378,4322325-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641307,2024-10-30,800450733,4143427-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641315,2024-10-30,800140852,4143436-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641323,2024-10-30,800385750,4112626-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641331,2024-10-30,800170279,4129302-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664134X,2024-10-30,800578602,4003677-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641358,2024-10-30,800125729,4124581-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641366,2024-10-30,800125473,4112628-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641374,2024-10-30,800284647,4003681-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641382,2024-10-30,800230672,4112628-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641390,2024-10-30,800264131,4143501-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641404,2024-10-30,800650902,4127425-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641412,2024-10-30,800569610,4300113-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641420,2024-10-30,800503117,4066527-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641439,2024-10-30,800420538,4068999-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641447,2024-10-30,800629209,4003725-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641455,2024-10-30,800497807,4112633-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641463,2024-10-30,800614884,4003734-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641471,2024-10-30,800345745,4068999-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664148X,2024-10-30,800681737,4003743-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641498,2024-10-30,800481603,4242445-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641501,2024-10-30,800048946,4012407-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664151X,2024-10-30,800380773,4003749-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641528,2024-10-30,800492301,4202362-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641536,2024-10-30,800046962,4014948-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641544,2024-10-30,800548145,4224722-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641552,2024-10-30,800368274,4070874-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641560,2024-10-30,800531433,4256960-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641579,2024-10-30,800543204,7676632-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641587,2024-10-30,800065058,4242445-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641595,2024-10-30,800578462,4009946-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641609,2024-10-30,800120548,4207338-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641617,2024-10-30,800090549,4014957-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641625,2024-10-30,800401174,4026711-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641633,2024-10-30,800514385,4143584-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641641,2024-10-30,800440917,4437841-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664165X,2024-10-30,800102992,4129006-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641668,2024-10-30,800447874,4143587-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641676,2024-10-30,800372080,4003788-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641684,2024-10-30,800661312,4143555-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641692,2024-10-30,800213786,4136798-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641706,2024-10-30,800066388,4128999-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641714,2024-10-30,800590130,4044698-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641722,2024-10-30,800133446,4129494-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641730,2024-10-30,800128359,4143618-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641749,2024-10-30,800598102,4003832-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641757,2024-10-30,800366018,4136939-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641765,2024-10-30,800298421,4143619-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641773,2024-10-30,800219140,4003832-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641781,2024-10-30,800624398,4003841-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664179X,2024-10-30,800648873,4253140-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641803,2024-10-30,800648873,4161425-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641811,2024-10-30,800359362,4069027-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664182X,2024-10-30,800603989,4143621-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641838,2024-10-30,800544343,4200577-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641846,2024-10-30,800324620,4003846-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641854,2024-10-30,800539611,4003846-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641862,2024-10-30,800259122,4003856-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641870,2024-10-30,800089365,4003857-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641889,2024-10-30,800462330,4003858-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641897,2024-10-30,800586848,4120953-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641900,2024-10-30,800343393,4186820-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641919,2024-10-30,800100141,4234453-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641927,2024-10-30,800237662,4200578-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641935,2024-10-30,800222228,4135467-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641943,2024-10-30,800294168,4325757-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641951,2024-10-30,800566601,4000178-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664196X,2024-10-30,800332880,4003800-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641978,2024-10-30,800332880,4394206-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641986,2024-10-30,800666895,4131725-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346641994,2024-10-30,800666895,4003920-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642001,2024-10-30,800002638,4069027-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664201X,2024-10-30,800596489,4012407-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642028,2024-10-30,800134787,4134625-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642036,2024-10-30,800128908,4035113-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642044,2024-10-30,800026457,4003936-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642052,2024-10-30,800612294,4043533-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642060,2024-10-30,800484405,4003957-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642079,2024-10-30,800599697,4143711-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642087,2024-10-30,800576769,4003974-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642095,2024-10-30,800133094,4131751-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642109,2024-10-30,800554958,4003982-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642117,2024-10-30,800384130,4232076-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642125,2024-10-30,800154659,4232076-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642133,2024-10-30,800264868,4003990-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642141,2024-10-30,800670986,4196491-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664215X,2024-10-30,800117276,4120964-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642168,2024-10-30,800256308,4019489-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642176,2024-10-30,800451719,4004296-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642184,2024-10-30,800345116,4004304-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642192,2024-10-30,800376749,4319388-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642206,2024-10-30,800334888,4435234-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642214,2024-10-30,800338704,4069106-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642222,2024-10-30,800130883,4086321-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642230,2024-10-30,800076936,4133196-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642249,2024-10-30,800681685,4204383-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642257,2024-10-30,800637079,4228873-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642265,2024-10-30,800233947,4004436-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642273,2024-10-30,800286277,4004448-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642281,2024-10-30,800203739,4112667-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664229X,2024-10-30,800461605,4148069-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642303,2024-10-30,800546288,4120617-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642311,2024-10-30,800383063,4032950-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664232X,2024-10-30,800662462,4004464-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642338,2024-10-30,800563561,4318121-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642346,2024-10-30,800037090,1133522416,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642354,2024-10-30,800015840,4004638-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642362,2024-10-30,800360564,4004644-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642370,2024-10-30,800638390,4048576-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642389,2024-10-30,800234739,4004763-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642397,2024-10-30,800425386,4192438-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642400,2024-10-30,800605389,4237422-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642419,2024-10-30,800218070,4004811-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642427,2024-10-30,800081247,4136602-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642435,2024-10-30,800101849,4602392-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642443,2024-10-30,800053001,4004845-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642451,2024-10-30,800169835,4259992-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664246X,2024-10-30,800568453,4319308-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642478,2024-10-30,800260993,4004923-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642486,2024-10-30,800319590,4004945-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642494,2024-10-30,800534852,4246610-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642508,2024-10-30,800393854,4004955-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642516,2024-10-30,800289618,4004989-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642524,2024-10-30,800611380,4005078-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642532,2024-10-30,800096854,4005172-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642540,2024-10-30,800136306,4059252-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642559,2024-10-30,800163170,4005184-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642567,2024-10-30,800163170,4130478-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642575,2024-10-30,800006592,4163287-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642583,2024-10-30,800283946,4270292-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642591,2024-10-30,800128587,7668529-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642605,2024-10-30,800283665,7668529-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642613,2024-10-30,800512647,4216372-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642621,2024-10-30,800182043,4005227-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664263X,2024-10-30,800176427,4124630-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642648,2024-10-30,800507000,4144286-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642656,2024-10-30,800672703,4069227-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642664,2024-10-30,800216725,4144312-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642672,2024-10-30,800220958,4144311-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642680,2024-10-30,800393116,4005249-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642699,2024-10-30,800594010,4005298-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642702,2024-10-30,800197114,4144383-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642710,2024-10-30,800100889,4133743-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642729,2024-10-30,800114758,4133743-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642737,2024-10-30,800219814,4031011-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642745,2024-10-30,800598163,4119038-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642753,2024-10-30,800640385,4315588-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642761,2024-10-30,800337489,1081159480,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664277X,2024-10-30,T0000000294,1177403080,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642788,2024-10-30,800284719,4069251-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642796,2024-10-30,800496750,4069251-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664280X,2024-10-30,800477423,4048597-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642818,2024-10-30,800696717,4048579-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642826,2024-10-30,800151794,4114266-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642834,2024-10-30,800054688,4048390-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642842,2024-10-30,800619809,4346471-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642850,2024-10-30,800664096,4044196-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642869,2024-10-30,800118925,4679328-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642877,2024-10-30,800322296,4601884-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642885,2024-10-30,800414862,4044685-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642893,2024-10-30,800485681,4112711-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642907,2024-10-30,800301173,4005565-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642915,2024-10-30,800038552,4418236-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642923,2024-10-30,800656847,4005565-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642931,2024-10-30,800616891,4234270-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664294X,2024-10-30,800030037,4005571-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642958,2024-10-30,800551906,4005674-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642966,2024-10-30,800120170,4005614-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642974,2024-10-30,800556274,4128022-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642982,2024-10-30,800390879,4005709-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346642990,2024-10-30,800605428,4005750-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643008,2024-10-30,800495215,4005857-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643016,2024-10-30,800290942,4069335-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643024,2024-10-30,800262693,4073274-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643032,2024-10-30,800332349,4130936-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643040,2024-10-30,800556686,4005959-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643059,2024-10-30,800413433,4121000-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643067,2024-10-30,800344753,4005878-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643075,2024-10-30,800667284,4069341-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643083,2024-10-30,800698352,4144753-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643091,2024-10-30,800653859,4144734-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643105,2024-10-30,800554129,4005910-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643113,2024-10-30,800269902,4134227-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643121,2024-10-30,800122330,4005920-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664313X,2024-10-30,800271617,4005935-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643148,2024-10-30,800466689,4144806-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643156,2024-10-30,800456789,4129362-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643164,2024-10-30,800456789,4005983-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643172,2024-10-30,800619419,4061612-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643180,2024-10-30,800181949,4005951-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643199,2024-10-30,800181949,4015447-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643202,2024-10-30,800308479,4005953-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643210,2024-10-30,800584212,4005962-5,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643229,2024-10-30,800541576,4005963-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643237,2024-10-30,800160396,4144819-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643245,2024-10-30,800192848,4144847-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643253,2024-10-30,800524487,4005975-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643261,2024-10-30,800029851,4144848-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664327X,2024-10-30,800090551,4006020-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643288,2024-10-30,800476095,4005988-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643296,2024-10-30,800258179,4163261-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664330X,2024-10-30,800422337,4005982-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643318,2024-10-30,800291394,4014904-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643326,2024-10-30,800258232,4014904-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643334,2024-10-30,800541631,4132537-0,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643342,2024-10-30,800397075,4287865-2,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643350,2024-10-30,800547257,4500852-8,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643369,2024-10-30,800027188,4062163-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643377,2024-10-30,800567374,4012402-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643385,2024-10-30,800405485,4168246-4,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643393,2024-10-30,800673665,4154756-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643407,2024-10-30,800673665,4048579-1,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643415,2024-10-30,800689050,4006141-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643423,2024-10-30,800592662,4006197-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643431,2024-10-30,800624173,4069375-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664344X,2024-10-30,800624173,4006148-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643458,2024-10-30,800127036,4780250-9,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643466,2024-10-30,800428380,4048732-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643474,2024-10-30,800019975,4126937-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643482,2024-10-30,800090765,4006191-7,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643490,2024-10-30,800568161,4073757-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643504,2024-10-30,800679053,4006212-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643512,2024-10-30,800392701,4006216-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643520,2024-10-30,800033123,4006231-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643539,2024-10-30,800208423,4069402-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643547,2024-10-30,800256348,4145079-6,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643555,2024-10-30,800123422,4006249-1,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643563,2024-10-30,800548753,4006287-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643571,2024-10-30,800096448,4006291-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664358X,2024-10-30,800473874,4006292-2,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643598,2024-10-30,800564124,4006293-4,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643601,2024-10-30,800063539,4298384-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-134664361X,2024-10-30,800143636,4006295-8,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643628,2024-10-30,800431402,4194892-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643636,2024-10-30,800313316,4006298-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643644,2024-10-30,800274716,4246600-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643652,2024-10-30,800516221,4202225-3,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643660,2024-10-30,800350494,4129300-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643679,2024-10-30,800346349,4011412-0,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643687,2024-10-30,800010137,4137568-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643695,2024-10-30,800480436,4139582-7,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643709,2024-10-30,800581535,4006306-9,=
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643717,2024-10-30,800686610,4199112-6,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643725,2024-10-30,800149639,4145122-3,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643733,2024-10-30,800534373,4169972-5,≈
https://coli-conc.gbv.de/api/mappings/gnd-etiras-1346643741,2024-10-30,800599442,4006347-1,=
