sourcenotation;targetnotation;type
4373346-3;sh85005164;close
4137268-2;sh88000480;close
4255905-4;sh85002963;close
4243751-9;sh85064641;close
4041895-9;sh85091156;close
4159934-2;sh85083562;close
4120142-5;sh85007285;close
4161965-1;sh85067186;close
4189260-4;sh88003721;close
4166125-4;sh85022383;close
4183276-0;sh85092071;close
4143221-6;sh85068661;close
4201132-2;sh85139524;close
4177904-6;sh85037472;close
4120803-1;sh85091758;close
4143242-3;sh85008865;close
4275806-3;sh85102235;close
4136461-2;sh85037470;close
4261650-5;sh85012161;close
4144137-0;sh85099964;close
4219341-2;sh85017317;close
4167262-8;sh85066363;close
4181000-4;sh85120053;close
4128075-1;sh85147748;close
4152709-4;sh85040479;close
4152709-4;sh85074477;close
4137538-5;sh85078627;close
4156575-7;sh86001832;close
4514805-3;sh85078632;close
4140898-6;sh85116867;close
4145989-1;sh85015723;close
4129577-8;sh85099721;close
4212305-7;sh85015195;close
4816712-5;sh85015461;close
4147895-2;sh85024735;close
4158556-2;sh85034673;close
4006307-0;sh85068291;close
4189682-8;sh85062557;close
4612148-1;sh85116105;close
4252752-1;sh85104351;close
4138520-2;sh85057483;close
4351499-6;sh93000972;close
4064300-1;sh85041550;close
4211301-5;sh93003763;close
4171559-7;sh85055997;close
4206016-3;sh85033547;close
4132468-7;sh85099777;close
4049037-3;sh85112375;close
4062616-7;sh93005717;close
4005277-1;sh85126930;close
4166335-4;sh85056041;close
4196867-0;sh85062567;close
4191662-1;sh85046239;close
4127662-0;sh2002005114;close
4004021-5;sh85010504;close
4068754-5;sh85026450;close
4068754-5;sh85026454;close
4253185-8;sh93007784;close
4175378-1;sh85105017;close
4056403-4;sh85009146;close
4189210-0;sh85145567;close
4154067-0;sh85133522;close
4027681-8;sh85068278;close
4012892-1;sh85147078;close
4168987-2;sh85029192;close
4055786-8;sh85124150;close
4251855-6;sh85072773;close
4361699-9;sh85056317;close
4016718-5;sh85114683;close
4006028-7;sh2002006246;close
4196290-4;sh85026393;close
4153988-6;sh92006380;close
4170007-7;sh85040186;close
4158020-5;sh85056256;close
4174295-3;sh85142548;close
4157472-2;sh85123706;close
4172638-8;sh85095085;close
4166698-7;sh85068605;close
4444998-7;sh99004266;close
4191343-7;sh85037801;close
4045508-7;sh85044536;close
4171614-0;sh85091200;close
4004675-8;sh93007511;close
4435139-2;sh85070271;close
4013003-4;sh85005272;close
4013003-4;sh97006179;close
4071984-4;sh85056292;close
4067327-3;sh85036869;close
4186398-7;sh85138464;close
4186397-5;sh85138465;close
4293657-3;sh88002094;close
4271244-0;sh85046985;close
4457455-1;sh88004822;close
4058779-4;sh85056338;close
4147732-7;sh85024443;close
4049358-1;sh86007768;close
4220876-2;sh85117179;close
4213619-2;sh85096547;close
4124842-9;sh85116768;close
4154542-4;sh85048979;close
4296767-3;sh85046408;close
4139256-5;sh85105035;close
4137515-4;sh85000225;close
4520442-1;sh87000851;close
4201191-7;sh86007789;close
4171388-6;sh85133391;close
4021732-2;sh85135935;close
4239536-7;sh85058159;close
4176696-9;sh85127014;close
4278018-4;sh85143881;close
4063213-1;sh85111856;close
4156341-4;sh85129117;close
4133967-8;sh86002590;close
4117671-6;sh85061703;close
4189438-8;sh85064733;close
4278365-3;sh85021826;close
4198620-9;sh98002059;close
4141451-2;sh85038267;close
4142040-8;sh85056291;close
4588640-4;sh85071428;close
4684982-8;sh85093549;close
4154896-6;sh85114239;close
4148707-2;sh85035231;close
4122382-2;sh85103024;close
4033364-4;sh85031512;close
4128937-7;sh85112813;close
4006841-9;sh85065657;close
4192858-1;sh85024515;close
4150130-5;sh85130668;close
4114371-1;sh87004151;close
4121423-7;sh85135532;close
4141287-4;sh85000531;close
4165053-0;sh85031201;close
4194699-6;sh85048906;close
4239775-3;sh85056440;close
4136390-5;sh85001201;close
4333702-8;sh85033664;close
4302464-6;sh90000929;close
4187104-2;sh85082934;close
4441337-3;sh85083134;close
4031115-6;sh85123562;close
4174922-4;sh85129615;close
4153027-5;sh85039046;close
4370909-6;sh85021650;close
4192717-5;sh85103285;close
4040821-8;sh85088959;close
4186350-1;sh85138292;close
4017521-2;sh85056300;close
4156913-1;sh88003328;close
4136598-7;sh85066369;close
4270782-1;sh85123086;close
4124571-4;sh85006444;close
4000989-0;sh92003432;close
4125810-1;sh85079429;close
4141802-5;sh85003217;close
4207836-2;sh85028572;close
4222405-6;sh85101747;close
4296520-2;sh85004755;close
4170560-9;sh85056306;close
4155535-1;sh85073635;close
4159928-7;sh85022084;close
4127502-0;sh85075714;close
4129580-8;sh85149637;close
4045253-0;sh85042884;close
4395434-0;sh85122603;close
4164311-2;sh85127036;close
4070065-3;sh85139426;close
4258918-6;sh85073457;close
4313081-1;sh85015743;close
4202269-1;sh85037129;close
4115587-7;sh85104377;close
4041158-8;sh87002535;close
4052584-3;sh85123404;close
4387447-2;sh85075455;close
4698242-5;sh85022417;close
4146173-3;sh85138542;close
4325731-8;sh85044086;close
4186814-6;sh85053982;close
4136665-7;sh85027912;close
7523943-7;sh88003602;close
4156735-3;sh85054164;close
4134301-3;sh85135992;close
4134772-9;sh85050601;close
4123841-2;sh85092366;close
4140677-1;sh85035638;close
4189458-3;sh85016414;close
4213777-9;sh85031621;close
4116369-2;sh86003254;close
4071184-5;sh85047898;close
4154841-3;sh85049419;close
4127042-3;sh85138704;close
4241402-7;sh85002701;close
4198149-2;sh85029349;close
4003486-0;sh92001320;close
4077809-5;sh85141309;close
4001654-7;sh85061700;close
4182793-4;sh85127386;close
4392084-6;sh85138999;close
4243363-0;sh85005362;close
4137878-7;sh85032231;close
4319388-2;sh85011305;close
4184397-6;sh85132276;close
4333702-8;sh85033664;close
4654137-8;sh87002935;close
4150705-8;sh85038757;close
4427789-1;sh85043974;close
4199585-5;sh85000106;close
4137773-4;sh85053480;close
4219294-8;sh85122093;close
4143034-7;sh85016241;close
4014462-8;sh85041533;close
4113775-9;sh85056022;close
4144541-7;sh85013229;close
4131289-2;sh85124354;close
4157717-6;sh85055386;close
4145030-9;sh85093842;close
4150397-1;sh85038887;close
4047828-2;sh85109025;close
4161387-9;sh85064551;close
4129182-7;sh85143975;close
4163529-2;sh87007857;close
4002516-0;sh85006223;close
4131871-7;sh85104728;close
4181120-3;sh85120723;close
4178532-0;sh85112058;close
4131690-3;sh85040348;close
4071711-2;sh85102745;close
4068903-7;sh85003002;close
4155976-9;sh88007932;close
4198536-9;sh85054984;close
4547524-6;sh85015033;close
4121875-9;sh85143679;close
4166486-3;sh85073863;close
4056420-4;sh89006507;close
4130758-6;sh85083001;close
4251529-4;sh85132678;close
4291675-6;sh85053952;close
4517372-2;sh85145717;close
4175807-9;sh85065845;close
4177398-6;sh85112342;close
4158023-0;sh85053184;close
4132734-2;sh88003824;close
4139024-6;sh85018316;close
4150909-2;sh85134902;close
4186870-5;sh85141196;close
4323064-7;sh97008686;close
4139959-6;sh85022584;close
4243619-9;sh86006868;close
4467772-8;sh85117521;close
4281341-4;sh85120490;close
4123267-7;sh86002178;close
4140264-9;sh85045433;close
4017845-6;sh85050805;close
4173809-3;sh85099028;close
4433639-1;sh85032518;close
4184252-2;sh85056265;close
4195109-8;sh86005600;close
4346673-4;sh85129520;close
4129392-7;sh85011933;close
4172679-0;sh85095172;close
4198375-0;sh85116456;close
4401618-9;sh85065881;close
4148248-7;sh86007588;close
4144208-8;sh85093094;close
4064784-5;sh85063416;close
4126114-8;sh85090140;close
4167805-9;sh85077316;close
4188261-1;sh97005851;close
4485732-9;sh91002336;close
4197295-8;sh85022947;close
4047987-0;sh85130583;close
4151476-2;sh85064063;close
4053316-5;sh85127988;close
4154931-4;sh85049627;close
4129594-8;sh85114627;close
4220958-4;sh85069294;close
4131452-9;sh85007474;close
4174079-8;sh85102800;close
4351689-0;sh85062197;close
4186896-1;sh85139700;close
4217422-3;sh85000764;close
4120806-7;sh85079741;close
4189904-0;sh85146531;close
4064412-1;sh85050589;close
4059102-5;sh85072120;close
4139389-2;sh87001097;close
4135141-1;sh85133198;close
4184003-3;sh85056334;close
4483033-6;sh85055244;close
4068780-6;sh85006101;close
4525883-1;sh85010471;close
4345857-9;sh85031569;close
4121587-4;sh85113381;close
4156687-7;sh85040434;close
4200792-6;sh86004391;close
4021533-7;sh85055774;close
4213128-5;sh85078908;close
7555171-8;sh85011784;close
4161228-0;sh85064566;close
4251576-2;sh87001938;close
4208212-2;sh85033798;close
4150017-9;sh85055401;close
4138699-1;sh85067794;close
4048828-7;sh85075144;close
4173585-7;sh85010744;close
4173585-7;sh85097681;close
4136657-8;sh85022090;close
4136659-1;sh85022094;close
4151406-3;sh89023399;close
4179884-3;sh85059990;close
4130364-7;sh85102888;close
4278848-1;sh85142906;close
4244702-1;sh85027718;close
4141479-2;sh85009126;close
4195096-3;sh86003454;close
4062975-2;sh85137043;close
4024674-7;sh85020221;close
4200069-5;sh85091199;close
4131420-7;sh90001869;close
4207188-4;sh85126892;close
4161368-5;sh85064552;close
4155774-8;sh85047630;close
4053729-8;sh96000002;close
4263982-7;sh85045967;close
4472330-1;sh85006175;close
4186243-0;sh85137936;close
4500725-1;sh85089318;close
4132460-2;sh85102778;close
4461975-3;sh95005481;close
4538677-8;sh85017045;close
4136980-4;sh85130432;close
4175383-5;sh85105022;close
4026639-4;sh85064586;close
4195162-1;sh85000895;close
4350865-0;sh85007257;close
4407965-5;sh85142638;close
4139735-6;sh85005627;close
4166203-9;sh85041565;close
4126982-2;sh85056339;close
4158199-4;sh88003815;close
4166431-0;sh85036071;close
4225415-2;sh85056297;close
4224036-0;sh85024642;close
4138320-5;sh85056329;close
4042676-2;sh85042755;close
4496641-6;sh85057464;close
4161265-6;sh85116401;close
4137154-9;sh85145802;close
4124912-4;sh85056289;close
4195388-5;sh89002668;close
4247234-9;sh85055179;close
4137107-0;sh85007800;close
4631075-7;sh85065897;close
4134093-0;sh85001196;close
4138395-3;sh85015521;close
4152334-9;sh85004827;close
4157360-2;sh85103112;close
4124311-0;sh85135069;close
4152061-0;sh85096642;close
4120810-9;sh85056310;close
4238064-9;sh85115805;close
4195302-2;sh85052830;close
4137438-1;sh85095519;close
4130033-6;sh85114244;close
4278264-8;sh85040746;close
4163142-0;sh85054089;close
4163142-0;sh85097027;close
4163142-0;sh85097124;close
4221531-6;sh86004343;close
4126536-1;sh85004940;close
4152964-9;sh85044756;close
4066331-0;sh85031278;close
4246623-4;sh85095283;close
4160727-2;sh85062787;close
4158668-2;sh85056278;close
4015999-1;sh85118567;close
4219886-0;sh85097679;close
4027007-5;sh85022915;close
4258645-8;sh85055066;close
4127027-7;sh85137515;close
4143487-0;sh85009549;close
4220759-9;sh85056346;close
4002899-9;sh85050563;close
4264512-8;sh85127294;close
4006077-9;sh85013438;close
4332630-4;sh85055738;close
4072114-0;sh85022087;close
4183361-2;sh85052069;close
4168041-8;sh85078071;close
4698336-3;sh85056466;close
4234712-9;sh85066799;close
4524386-4;sh85013317;close
4142770-1;sh85006106;close
4154429-8;sh85048339;close
4033961-0;sh85116821;close
4120636-8;sh85116835;close
4164262-4;sh87006510;close
4151569-9;sh85068189;close
4131963-1;sh85042224;close
4120964-3;sh85010549;close
4143122-4;sh85048894;close
4173116-5;sh85097056;close
4232700-3;sh85071695;close
4129531-6;sh85042372;close
4127354-0;sh85114120;close
4492966-3;sh85129725;close
4278465-7;sh85119249;close
4072641-1;sh85060677;close
4124160-5;sh86005692;close
4379230-3;sh85000179;close
4194130-5;sh85031681;close
4724280-2;sh93007701;close
4539831-8;sh85035254;close
4168329-8;sh85078933;close
4131349-5;sh85119219;close
4192666-3;sh85004484;close
4246744-5;sh85015370;close
4035174-9;sh85076899;close
4178188-0;sh85005348;close
4379233-9;sh85034504;close
4161361-2;sh85064525;close
4498378-5;sh85027603;close
4265567-5;sh85035529;close
4348852-3;sh85040416;close
4169052-7;sh85130600;close
4144944-7;sh85012597;close
4237763-8;sh85078626;close
4191815-0;sh86006549;close
4145660-9;sh88003406;close
4262942-1;sh85033756;close
4169366-8;sh85067305;close
4070482-8;sh85038040;close
4334258-9;sh85079591;close
4171108-7;sh85138296;close
4137688-2;sh85052869;close
4051413-4;sh85116900;close
4135262-2;sh93004707;close
7616025-7;sh85022110;close
4043852-1;sh85095468;close
4177897-2;sh85113316;close
4257750-0;sh2004007801;close
4225829-7;sh85002688;close
4193608-5;sh89002483;close
4077281-0;sh85058663;close
4152477-9;sh85064558;close
4145996-9;sh85085951;close
4136309-7;sh90003171;close
4300199-3;sh85125901;close
4178132-6;sh85109079;close
4190068-6;sh85070759;close
4048274-1;sh85106240;close
4136700-5;sh85021749;close
4128247-4;sh87002904;close
4026643-6;sh86006453;close
4158047-3;sh85056441;close
4189875-8;sh85095322;close
4033961-0;sh85009204;close
4232563-8;sh85006143;close
4216352-3;sh2006003829;close
4208052-6;sh85018130;close
4021279-8;sh85008134;close
4143113-3;sh85126387;close
4208224-9;sh88021238;close
4324269-8;sh85113675;close
4186963-1;sh85050484;close
4123096-6;sh85042220;close
4354657-2;sh90001037;close
4173047-1;sh85008262;close
4309738-8;sh85107115;close
4211846-3;sh85143925;close
4168367-5;sh85079124;close
4188450-4;sh85143972;close
4140895-0;sh85143996;close
4121288-5;sh85143995;close
4276933-4;sh85020470;close
4142449-9;sh87002299;close
4136147-7;sh85143958;close
4137679-1;sh98007138;close
4195430-0;sh88004929;close
4146775-9;sh88004344;close
4171271-7;sh85116898;close
7635364-3;sh87005130;close
4129641-2;sh85009191;close
4014894-4;sh85044150;close
4055256-1;sh85123318;close
4113458-8;sh85040450;close
4526180-5;sh85132465;close
4129490-7;sh85002387;close
4236281-7;sh85110424;close
4185461-5;sh85146761;close
4174474-3;sh85101138;close
4140759-3;sh85001070;close
4332007-7;sh85000849;close
4006908-4;sh85014269;close
4276383-6;sh85135798;close
4135085-6;sh85093160;close
4202932-6;sh87004016;close
4044898-8;sh85101683;close
4131808-0;sh85066731;close
4076737-1;sh85021340;close
4122045-6;sh85004770;close
4188648-3;sh85107580;close
4655616-3;sh85116191;close
4188248-9;sh85104596;close
4194531-1;sh85063787;close
4205701-2;sh85035236;close
4124324-9;sh85136890;close
4138370-9;sh85142404;close
4258714-1;sh85093561;close
4190236-1;sh85147219;close
4136276-7;sh85012933;close
4157710-3;sh85055382;close
4158385-1;sh99005495;close
4158385-1;sh85056327;close
4054422-9;sh85119770;close
4057699-1;sh85084016;close
4480039-3;sh2006001225;close
4121746-9;sh85138714;close
4183784-8;sh85129212;close
4183784-8;sh2001008695;close
4125909-9;sh88003229;close
4034348-0;sh85074408;close
4162019-7;sh85067285;close
4121794-9;sh85138712;close
4147944-0;sh85025350;close
4179902-1;sh85032561;close
4183961-4;sh85125632;close
4018607-6;sh85052019;close
4041638-0;sh85091089;close
4041638-0;sh93002348;close
4042673-7;sh85088935;close
4123924-6;sh85043050;close
4150039-8;sh85038140;close
4132258-7;sh85111484;close
4014880-4;sh85036356;close
4152160-2;sh85048347;close
4160995-5;sh85063509;close
4148484-8;sh85035091;close
4176004-9;sh85054087;close
4176004-9;sh88002002;close
4176004-9;sh88002003;close
4073840-1;sh88002456;close
4121210-1;sh85017774;close
4272512-4;sh85093463;close
4062817-6;sh85131749;close
4134931-3;sh85141307;close
4166086-9;sh86006106;close
4006617-4;sh85037507;close
4147450-8;sh87007095;close
4064931-3;sh85041643;close
4021242-7;sh85041648;close
4166040-7;sh85125040;close
4137452-6;sh85123402;close
4154782-2;sh85002801;close
4112478-9;sh87002511;close
4342719-4;sh93009415;close
4364665-7;sh85017285;close
4233970-4;sh85102652;close
4144301-9;sh86007062;close
4158502-1;sh85057601;close
4184024-0;sh85130342;close
4033703-0;sh85102346;close
4222069-5;sh85137461;close
4144753-0;sh85136509;close
4123887-4;sh85077408;close
4126056-9;sh85077410;close
4132340-3;sh85004728;close
4284466-6;sh85052684;close
4708597-6;sh85027650;close
4248658-0;sh85078651;close
4179251-8;sh85117877;close
4179187-3;sh85125880;close
4477599-4;sh98004378;close
4205282-8;sh88006385;close
4739533-3;sh85006364;close
4382517-5;sh85006363;close
4153052-4;sh85000460;close
4302966-8;sh85080137;close
4302979-6;sh85047734;close
4037016-1;sh85079698;close
4170902-0;sh85087545;close
4134728-6;sh85073417;close
4051815-2;sh85096336;close
4048680-1;sh85111771;close
4144593-4;sh2002006229;close
4397499-5;sh85102837;close
4597795-1;sh85102838;close
4121944-2;sh85035256;close
4231516-5;sh90001839;close
4383848-0;sh85066439;close
4262323-6;sh85133838;close
4059217-0;sh85133171;close
4216362-6;sh85001512;close
4278975-8;sh85054088;close
4384364-5;sh85072855;close
4175996-5;sh85107660;close
4492539-6;sh85088946;close
4148727-8;sh85010908;close
4143929-6;sh85045850;close
4156252-5;sh85010531;close
4143035-9;sh87006546;close
4047118-4;sh87000912;close
4047103-2;sh85106617;close
4129030-6;sh85058940;close
4233947-9;sh87007503;close
4169460-0;sh85083791;close
4155455-3;sh85051980;close
4135237-3;sh85060424;close
4168859-4;sh85006436;close
4303145-6;sh85120121;close
4193151-8;sh85120117;close
4152752-5;sh86006679;close
4315325-2;sh93000714;close
4226654-3;sh95008834;close
4207744-8;sh85051659;close
4204561-7;sh85005199;close
4122236-2;sh85015528;close
4131017-2;sh86000638;close
4131017-2;sh00005876;close
4019547-8;sh85003829;close
4265846-9;sh85067413;close
7862536-1;sh98007829;close
4205840-5;sh85010768;close
4159726-6;sh85060525;close
4151008-2;sh85034945;close
4179857-0;sh85064750;close
4143857-7;sh85086541;close
4175537-6;sh85013891;close
4193155-5;sh85148783;close
4071722-7;sh85102743;close
4178993-3;sh85063381;close
4167834-5;sh85077461;close
4132648-9;sh96011709;close
4641601-8;sh96011968;close
4238920-3;sh85015117;close
4167810-2;sh85148598;close
4142728-2;sh85045013;close
4186023-8;sh85054115;close
4186023-8;sh85097053;close
4186023-8;sh85097149;close
4153142-5;sh85045546;close
4170491-5;sh85086993;close
4197891-2;sh85113018;close
4503763-2;sh85118115;close
4140403-8;sh85028703;close
4348076-7;sh85104665;close
4140898-6;sh85116868;close
4513887-4;sh85089307;close
4134341-4;sh85048037;close
4158879-4;sh85058444;close
4079589-5;sh85039998;close
4030271-4;sh85022004;close
4191236-6;sh85037685;close
4150389-2;sh85139518;close
4145819-9;sh85141403;close
4070172-4;sh85102726;close
4154536-9;sh85048957;close
4189253-7;sh85145639;close
4154233-2;sh85000535;close
4140901-2;sh85131750;close
4125533-1;sh85027629;close
4151859-7;sh85042208;close
4167788-2;sh85077289;close
4034971-8;sh85075672;close
4174796-3;sh85102667;close
4126202-5;sh85096314;close
4190519-2;sh85042959;close
4182303-5;sh85126659;close
