sourcenotation;targetnotation;type
4694112-5;345.087;broad
4694113-7;347.052;broad
4694115-0;346.022;broad
4694117-4;342.052;broad
4694118-6;347.072;broad
4694120-4;004.616;broad
4694132-0;2--494551;broad
4694141-1;2--494551;broad
4694143-5;624.15;broad
4694149-6;616.91061;broad
4694173-3;2--4947354;broad
4694237-3;546.4122;broad
4694241-5;005.437;broad
4694250-6;004.6;related
4694255-5;005.437;broad
4694267-1;623.42;related
4694267-1;355.822;broad
4694268-3;475.92;broad
4694269-5;475.92;broad
4694285-3;657.4;broad
4694285-3;338.01;related
4694291-9;539.76;broad
4694330-4;539.725;broad
4694342-0;801.959;broad
4694343-2;944.07;broad
4694346-8;541.39;related
4694348-1;006.3;related
4694365-1;2--494551;broad
4694390-0;2--494785;broad
4694391-2;2--434324;broad
4694397-3;511.5;broad
4694399-7;511.5;broad
4694413-8;006.4;broad
4694441-2;711.4;broad
4694448-5;352.233;broad
4694457-6;297.01;related
4694457-6;181.07;broad
4694469-2;658.1526;broad
4694481-3;300.727;related
4694482-5;571.92;related
4694482-5;575.6;broad
4694482-5;632.3;related
4694483-7;651.3092;broad
4694489-8;621.31924;broad
4694496-5;511.312;broad
4694539-8;624.151362;broad
4694597-0;781.248;broad
4694598-2;621.38418;related
4694599-4;575.57;broad
4694600-7;511.32;broad
4694601-9;551.6;broad
4694604-4;729;broad
4694605-6;646.4;related
4694606-8;573.35;broad
4694608-1;583.95;broad
4694609-3;514.32;broad
4694611-1;514.32;broad
4694612-3;514.24;broad
4694613-5;583.35;broad
4694614-7;583.35;broad
4694615-9;583.35;broad
4694616-0;729.1;broad
4694617-2;674.84;broad
4694618-4;594.38;broad
4694620-2;572.51;broad
4694620-2;617.63;related
4694622-6;547.512;broad
4694651-2;549.74;broad
4694670-6;345.04;broad
4694676-7;2--434316;broad
4694680-9;579.28;broad
4694680-9;632.8;related
4694694-9;583.99;broad
4694700-0;583.99;broad
4694708-5;641.58;related
4694708-5;643.3;broad
4694709-7;2--494542;broad
4694720-6;2--494366;broad
4694725-5;583.69;broad
4694726-7;583.69;broad
4694732-2;929.3;broad
4694738-3;519.28;related
4694741-3;150.287;related
4694744-9;294.543;broad
4694776-0;636.0896234;broad
4694778-4;616.9944;broad
4694780-2;657.73;broad
4694788-7;551.872;broad
4694799-1;153;broad
4694816-8;940.54219515;broad
4694839-9;371.9;related
4694839-9;616.858890651;close
4694859-4;738.3820938;broad
4694861-2;666.3;broad
4694864-8;726.5292;broad
4694867-3;621.984;broad
4694868-5;598.94;broad
4694869-7;645.4;broad
4694871-5;642.7;related
4694871-5;748.83;broad
4694875-2;667.63;broad
4694877-6;641.34;broad
4694881-8;394.5;broad
4694883-1;738.28;broad
4694884-3;748.8;broad
4694885-5;738.38;related
4694887-9;391.44;broad
4694890-9;645.4;broad
4694891-0;2--59813;broad
4694893-4;645.4;broad
4694895-8;738.15;broad
4694898-3;2--59813;broad
4694899-5;701.8;broad
4694899-5;745;related
4694902-1;677.616;broad
4694905-7;739;broad
4694906-9;646.11;broad
4694906-9;677.2164;related
4694909-4;2--435519;broad
4694911-2;749.3;broad
4694916-1;738.382;broad
4694918-5;677.616;broad
4694919-7;745.594;broad
4694922-7;746;related
4694923-9;746;related
4694924-0;748.83;broad
4694925-2;745.594;related
4694926-4;749.3;broad
4694928-8;641.64334;broad
4694928-8;643.3;related
4694930-6;3C--375;broad
4694996-3;004.33;broad
4695052-7;2--4947946;broad
4695063-1;795.415;broad
4695092-8;385.361;related
4695092-8;625.261;broad
4695094-1;616.85560428;broad
4695216-0;623.74752;broad
4695248-2;579.34;broad
4695257-3;681.62;related
4695260-3;583.93;broad
4695261-5;1--08621;broad
4695262-7;546.412588;broad
4695280-9;387.2240973;broad
4695349-8;551.82;broad
4695360-7;343.0992;related
4695406-5;2--74899;broad
4695454-5;620.43;broad
4695455-7;620.43;broad
4695462-4;677.02852;broad
4695553-7;597.87;broad
4695559-8;203.4;broad
4695561-6;782.421626872;broad
4695561-6;782.421640972;related
4695565-3;387.2043;broad
4695565-3;623.8203;related
4695568-9;006.696;broad
4695584-7;2--433686;broad
4695587-2;2--433595;broad
4695701-7;621.564;broad
4695749-2;615.771;broad
4695749-2;616.716061;related
4695791-1;595.726;broad
4695793-5;738.37;broad
4695795-9;583.72;broad
4695796-0;583.72;broad
4695797-2;650.14;broad
4695798-4;561.9;broad
4695801-0;597.48;broad
4695805-8;583.87;broad
4695825-3;597.892;broad
4695859-9;583.93;broad
4695863-0;623.828;broad
4695863-0;919.804;related
4695864-2;305.48892761;close
4695867-8;387.2043;related
4695867-8;387.22409492;broad
4695867-8;623.8203;related
4695867-8;623.8224;broad
4695869-1;948.5034;broad
4695872-1;2--4355124;broad
4695886-1;401;broad
4695900-2;305.48892761;close
4695901-4;595.79;broad
4695930-0;2--494725;broad
4695931-2;2--494547;broad
4695933-6;2--494368;broad
4695939-7;355.033073;broad
4695941-5;591.56;broad
4695953-1;571.3;related
4695953-1;576.8;broad
4695956-7;739.228;broad
4695960-9;371.51;broad
4695986-5;2--494368;broad
4695990-7;677;related
4695992-0;2--4947968;broad
4695995-6;2--4947328;broad
4696014-4;2--494542;broad
4696023-5;2--4945663;broad
4696025-9;2--4945663;broad
4696070-3;778.593;broad
4696072-7;352.23;broad
4696095-8;111;broad
4696099-5;2--494721;broad
4696103-3;331.88;broad
4696107-0;338.4791023;broad
4696144-6;2--494542;broad
4696156-2;2--4947963;broad
4696158-6;2--4947963;exact
4696185-9;004.62;broad
4696191-4;2--4356388;broad
4696192-6;005.82;broad
4696207-4;670.79;broad
4696209-8;621.833;broad
4696219-0;2--4945723;broad
4696225-6;305.48891991;close
4696236-0;2--494381;broad
4696241-4;2--494388;broad
4696247-5;2--494388;broad
4696250-5;641.392;broad
4696263-3;625.266;broad
4696263-3;385.366;related
4696270-0;2--494381;broad
4696279-7;2--4945493;broad
4696280-3;2--4945493;broad
4696290-6;2--4945416;broad
4696305-4;639.75;broad
4696350-9;629.22209;broad
4696350-9;629.28722;related
4696369-8;658.40130218;broad
4696383-2;355.008991411;broad
4696388-1;2--494785;broad
4696392-3;373.25;close
4696394-7;386.22436;broad
4696395-9;373.25;broad
4696403-4;621.824;broad
4696405-8;621.4022;related
4696445-9;641.6;related
4696445-9;664.9029;broad
4696474-5;302.5;broad
4696513-0;681.118;broad
4696526-9;385.363;related
4696526-9;625.263;broad
4696528-2;385.363;related
4696528-2;625.263;broad
4696531-2;625.77;broad
4696548-8;739.27;broad
4696644-4;621.43;broad
4696644-4;629.25;related
4696683-3;575.43938;related
4696737-0;616.079;broad
4696746-1;786.873;broad
4696844-1;782.421630952;broad
4696873-8;2--4347352;broad
4696921-4;667.13;broad
4696921-4;667.38;related
4696942-1;2--4947968;broad
4696944-5;2--4945223;broad
4696946-9;572.696;broad
4696975-5;629.2222;broad
4696979-2;2--494781;broad
4696985-8;2--494339;broad
4696987-1;2--494339;broad
4696991-3;2--494537;broad
4696993-7;929.7;broad
4697011-3;639.3;related
4697012-5;579.332;broad
4697012-5;635.656932;related
4697027-7;2--494555;broad
4697075-7;621.3661;broad
4697087-3;616.85227;broad
4697128-2;621.31912;broad
4697142-7;2--494721;broad
4697143-9;2--4945243;broad
4697144-0;2--494537;broad
4697148-8;2--494537;broad
4697150-6;2--4945243;broad
4697151-8;2--4945243;broad
4697154-3;2--494785;broad
4697156-7;2--4945667;broad
4697157-9;579.56;broad
4697158-0;2--494516;exact
4697160-9;2--4945625;broad
4697162-2;658.404028553;broad
4697163-4;394.2663;broad
4697171-3;579.28;broad
4697171-3;633.30498;related
4697172-5;583.99;broad
4697173-7;636.222;broad
4697179-8;005.133;broad
4697192-0;2--4346268;broad
4697215-8;749.3;broad
4697217-1;784.264;close
4697232-8;121;related
4697232-8;001.01;broad
4697269-9;621.4025;broad
4697330-8;741.5092;broad
4697342-4;005.84;related
4697344-8;133.32424;broad
4697353-9;361.05;broad
4697354-0;738.28;broad
4697355-2;642.7;broad
4697356-4;672.823;close
4697357-6;738.382;broad
4697358-8;391.04282;broad
4697360-6;738.28;broad
4697361-8;738.28;broad
4697363-1;641.8653;related
4697363-1;642.7;broad
4697365-5;738.28;broad
4697367-9;584.51495;broad
4697370-9;739.48;broad
4697371-0;688.7651;broad
4697371-0;796.510284;close
4697372-2;668.124;broad
4697373-4;738.382;related
4697374-6;748.8;broad
4697375-8;641.8653;related
4697375-8;642.7;broad
4697377-1;642.7;broad
4697379-5;681.11;broad
4697401-5;572.67;broad
4697415-5;374.973;close
4697416-7;728.372;related
4697417-9;668.3;broad
4697421-0;621.62;broad
4697422-2;3C--374;broad
4697486-6;592.64;broad
4697487-8;572.696;broad
4697490-8;333.7;related
4697533-0;625.77;broad
4697552-4;583.72;broad
4697585-8;2--4943573;broad
4697588-3;005.82;broad
4697592-5;973.82;broad
4697595-0;2--432247;broad
4697624-3;005.82;broad
4697677-2;070.1;broad
4697704-1;415.018;broad
4697740-5;597.967;broad
4697809-4;359.98583;broad
4697812-4;338.47664755;close
4697814-8;621.51;broad
4697901-3;305.23081;broad
4697912-8;021;broad
4697918-9;070.5;broad
4697949-9;386.22340943;broad
4697956-6;729.1;broad
4697956-6;721.3;related
4697972-4;595.44;broad
4697985-2;573.8635;broad
4697986-4;005.7565;broad
4697990-6;294.3927;broad
4697995-5;572.791;broad
4698004-0;641.35642;broad
4698005-2;641.3475;broad
4698011-8;636.59606;broad
4698016-7;004.6;broad
4698037-4;146.44;close
4698037-4;121.2;broad
4698045-3;2--43311;broad
4698053-2;331.2592;broad
4698054-4;1--071;broad
4698087-8;628.55;broad
4698089-1;2--43172;broad
4698101-9;579.42;broad
4698108-1;2--432246;broad
4698137-8;570.23;broad
4698151-2;327.17;broad
4698163-9;516.1;broad
4698164-0;516.1;broad
4698165-2;583.48;broad
4698167-6;621.31934;broad
10042338-3;2--4359797;broad
10042364-4;2--434319;broad
4698220-6;2--4945453;broad
10042584-7;2--4343568;broad
4698239-5;595.35;broad
4698240-1;3C--375;broad
4698242-5;305.51220954;broad
4698247-4;597.62;close
4698249-8;588.2;broad
4698250-4;593.46;broad
4698251-6;617.412059;broad
4698254-1;583.79;broad
4698265-6;616.042;broad
4698268-1;598.843;broad
4698273-5;623.746047;broad
4698312-0;579.256;broad
4698336-3;613.26;broad
4698347-8;025.31609497;broad
4698354-5;515.35;broad
4698360-0;788.3193;close
4698369-7;512.7;broad
4698392-2;327.1;related
4698392-2;337.1;broad
4698395-8;070.44932053;related
4698395-8;320.5305;broad
4698404-5;347.09;broad
4698405-7;535.01;broad
4698406-9;573.355;broad
4698407-0;573.355;broad
4698408-2;510.28553;broad
4698416-1;518.64;broad
4698435-5;297.092;broad
4698435-5;297.61;close
4698514-1;551.518;broad
4698533-5;475.54;broad
4698534-7;475.6;broad
4698535-9;435.6;broad
4698547-5;615.329378;broad
4698560-8;006.786;broad
4698568-2;492.77096432;broad
4698569-4;414.8;broad
4698572-4;549.32;broad
4698579-7;415.62;broad
4698590-6;512.62;broad
4698598-0;636.73;broad
4698644-3;641.44;broad
4698657-1;512.62;broad
4698661-3;690.18;broad
4698694-7;133.3244;close
4698695-9;547.037;broad
4698700-9;616.204;broad
4698744-7;686.22544536;broad
4698783-6;793.932;broad
4698817-8;641.2222079;broad
4698825-7;121;broad
4698851-8;595.754;broad
4698864-6;551.432;broad
4698864-6;796.522;related
4698865-8;551.432;broad
4698882-8;840.900914;broad
4698886-5;515.35;broad
4698904-3;629.2023;broad
4698910-9;616.85225;broad
4698918-3;005.71376;broad
4698920-1;005.133;broad
4698927-4;005.133;broad
4698963-8;647.94023;broad
4698965-1;647.94023;broad
4698966-3;647.95023;broad
4698967-5;687.044023;broad
4698968-7;687.023;broad
4698970-5;624.19092;broad
4698972-9;510.28553;broad
4698974-2;799.20285;related
4698980-8;796.352068;broad
4698985-7;149.7;broad
4698991-2;202.114;broad
4699005-7;247;broad
4699014-8;623.4527;related
4699014-8;662.27;broad
4699016-1;551.84;broad
4699038-0;025.00285;broad
4699047-1;385.361;related
4699047-1;625.261;broad
4699048-3;546.6832;broad
4699049-5;553.68;broad
4699051-3;617.6430012;broad
4699060-4;262.9;broad
4699061-6;262.9;broad
4699091-4;636.7524;broad
4699096-3;581.464073;broad
4699096-3;634.074;related
4699099-9;415.6;broad
4699101-3;595.796;broad
4699104-9;271.79;broad
4699129-3;598.43;broad
4699132-3;344.017622;broad
4699149-9;378.1982961;close
4699162-1;629.133343;broad
4699172-4;623.82250941;broad
4699173-6;599.6475;exact
4699174-8;598.62;broad
4699199-2;206.5;broad
4699201-7;592.62;broad
4699207-8;621.36;broad
4699215-7;394.2649;close
4699215-7;641.568;related
4699220-0;616.62;broad
4699226-1;623.74752;broad
4699227-3;519.53;broad
4699235-2;551.314;broad
4699251-0;645.4;broad
4699262-5;359.009;close
4699263-7;359.00722;close
4699263-7;359.009;related
4699264-9;435.54;broad
4699279-0;629.276;broad
4699286-8;583.99;broad
4699288-1;583.99;broad
4699289-3;583.5;broad
4699293-5;598.72;broad
4699294-7;912;broad
4699295-9;583.64;broad
4699296-0;553.4643;broad
4699296-0;553.19;related
4699298-4;780.79083;broad
4699299-6;636.10888;broad
4699300-9;653.1023;broad
4699301-0;321.3;broad
4699305-8;738.27;broad
4699309-5;616.399507;broad
4699311-3;938.05;broad
4699320-4;027.2;broad
4699324-1;027;broad
4699325-3;610.711;broad
4699326-5;398.208997;related
4699326-5;745.59;broad
4699331-9;388.42;broad
4699339-3;929.8147;broad
4699341-1;634.3047;broad
4699347-2;294.3923;broad
4699349-6;546.385;broad
4699356-3;297.092;broad
4699370-8;546.623588;broad
4699376-9;624.151;broad
4699419-1;004.6;broad
4699450-6;2--494542;broad
4699459-2;595.388;broad
4699484-1;455.76;broad
4699488-9;455.76;broad
4699489-0;455.76;broad
4699491-9;529;broad
4699494-4;943.802;broad
4699503-1;005.12028;broad
4699505-5;595.789;broad
4699509-2;595.789;broad
4699512-2;910.919;close
4699513-4;721.0441;related
4699515-8;595.733;broad
4699518-3;512.42;broad
4699519-5;630.9143;broad
4699531-6;697.92;broad
4699532-8;502.82;broad
4699539-0;625.4;broad
4699539-0;621.34;related
4699551-1;910.46;broad
4699557-2;005.133;broad
4699637-0;005.133;broad
4699643-6;657.0218;broad
4699648-5;174.28;related
4699648-5;616.02774;broad
4699649-7;174.28;related
4699649-7;616.02774;broad
4699687-4;579.28;broad
4699687-4;632.8;related
4699698-9;612.04;broad
4699707-6;624.176;broad
4699713-1;595.79;broad
4699715-5;583.64;broad
4699717-9;594.4;broad
4699720-9;597.7;broad
4699753-2;915.19;broad
4699754-4;2--435958;broad
4699759-3;2--494553;broad
4699769-6;751.4;related
4699776-3;333.72079;broad
4699784-2;004.62;broad
4699794-5;305.23081;broad
4699799-4;571.9645;broad
4699832-9;669.142;broad
4699859-7;152.4;broad
4699876-7;355.422;broad
4699888-3;004.165;broad
4699890-1;2--4777;broad
4699895-0;584.3;broad
4699898-6;338.476878;broad
4699898-6;381.456878;close
4699900-0;381.456878;broad
4699904-8;809.89283;broad
4699906-1;623.746044;broad
4699908-5;594.32;broad
4699909-7;2--432247;broad
4699910-3;583.952;broad
4699912-7;623.746;broad
4699913-9;378.198220941;related
4699920-6;363.37;broad
4699920-6;368.11;related
4699920-6;632.18;close
4699924-3;511.35;broad
4699925-5;748.83;broad
4699927-9;748.83;broad
4699930-9;688.76342;broad
4699931-0;686.343;broad
4699933-4;686.343;broad
4699935-8;738.28;related
4699939-5;739.238;broad
4699940-1;247;broad
4699941-3;749.63;broad
4699943-7;748.8;broad
4699945-0;641.58;broad
4699945-0;643.3;related
4699946-2;686.2316;broad
4699946-2;746.6;related
4699946-2;764.8;broad
4699947-4;738.28;broad
4699952-8;794.17;broad
4699958-9;425.7;broad
4699962-0;2--434143;close
4699974-7;546.671588;broad
4700046-6;547.596;broad
4700049-1;547.596;broad
4700053-3;547.596;broad
4700083-1;006.686;broad
4700085-5;005.133;broad
4700094-6;121.68;broad
4700137-9;346.052;related
4700149-5;615.32374;broad
4700149-5;616.334061;related
4700155-0;595.774;broad
4700157-4;583.99;broad
4700158-6;297.2;broad
4700159-8;551.23;close
4700161-6;624.1773;broad
4700165-3;641.22021843;broad
4700166-5;641.22021843;broad
4700182-3;636.232;broad
4700185-9;512.2;broad
4700193-8;512.2;broad
4700199-9;365.42;broad
4700200-1;391.047928;broad
4700200-1;792.8;related
4700201-3;583.69;broad
4700205-0;947.004924;broad
4700208-6;781.5540266;broad
4700210-4;572.696;broad
4700212-8;595.76;close
4700215-3;401.4;broad
4700216-5;595.78;broad
4700220-7;615.8360284;broad
4700223-2;618.92853;broad
4700254-2;540.711;broad
4700257-8;352.630954;broad
4700259-1;352.630954;broad
4700262-1;617.481044;broad
4700276-1;542.2;broad
4700278-5;539.72162;broad
4700304-2;616.33014;related
4700348-0;704.94327;broad
4700354-6;912;broad
4700354-6;911;related
4700354-6;1--0223;broad
4700365-0;621.3848;broad
4700375-3;583.34;broad
4700381-9;711.4;broad
4700399-6;726.8;broad
4700404-6;519.2;broad
4700409-5;616.8498075;broad
4700411-3;739.511;broad
4700412-5;739.511;broad
4700427-7;615.364;related
4700427-7;615.778;broad
4700433-2;778.7;broad
4700436-8;595.79;broad
4700438-1;579.7;broad
4700444-7;549.64;broad
4700445-9;641.229;broad
4700451-4;551.8;broad
4700460-5;583.77;broad
4700464-2;579.7;broad
4700469-1;595.735;broad
4700484-8;583.74;broad
4700486-1;595.747;broad
4700488-5;564.53;broad
4700490-3;594.4;broad
4700493-9;597.925;broad
4700496-4;595.722;broad
4700501-4;616.8582;broad
4700502-6;597.7;broad
4700513-0;385.361;related
4700513-0;625.261;broad
4700520-8;616.994061;broad
4700557-9;579.7;broad
4700682-1;133.323;broad
4700682-1;133.333;related
4700693-6;518;broad
4700698-5;515.35;broad
4700704-7;133.9325;close
4700705-9;133.43;broad
4700705-9;133.44;related
4700711-4;781.23;related
4700719-9;133.43;broad
4700741-2;615.822;broad
4700749-7;2--569572;broad
4700779-5;133.430284;broad
4700780-1;636.0896923;broad
4700782-5;636.935;broad
4700784-9;636.20896923;broad
4700785-0;579.373;broad
4700801-5;006.696;broad
4700810-6;745.73;broad
4700815-5;749.63;broad
4700852-0;499.22;broad
4700862-3;793.932;broad
4700903-2;830.79;broad
4700905-6;516.154;broad
4700929-9;485.54;broad
4700950-0;623.45119;broad
4700960-3;355.342023;broad
4700971-8;641.82;broad
4700990-1;388.042;broad
4700990-1;647.95;related
4700990-1;910.46;broad
4700992-5;572.8636;broad
4700994-9;492.4554;broad
4701003-4;2--435978;broad
4701007-1;004.35;related
4701008-3;305.5122095496;broad
4701014-9;006.31;broad
4701086-1;583.92;broad
4701096-4;583.92;broad
4701145-2;579.567;broad
4701173-7;616.0273;broad
4701176-2;027.109;broad
4701181-6;202.114;broad
4701205-5;303;broad
4701227-4;398.921;broad
4701242-0;583.72;broad
4701243-2;585.2;broad
4701244-4;579.567;broad
4701248-1;588.29;broad
4701286-9;798.6;broad
4701310-2;621.315;broad
4701322-9;664.54;broad
4701329-1;2--4711;exact
4701380-1;621.883;broad
4701390-4;634.97374;related
4701390-4;674.142;broad
4701392-8;748.62;broad
4701397-7;634.97366;related
4701397-7;674.142;broad
4701397-7;688.42;related
4701399-0;634.97374;related
4701399-0;674.142;broad
4701399-0;749;related
4701403-9;358.124;broad
4701405-2;726.5;broad
4701407-6;623.45114;close
4701408-8;320.540148;broad
4701410-6;748.62;broad
4701411-8;747.797;related
4701411-8;728.9;broad
4701413-1;158.2;related
4701413-1;302;broad
4701414-3;729.5;broad
4701415-5;748.62;broad
4701416-7;355.7068;broad
4701417-9;358.228;close
4701418-0;355.621;broad
4701419-2;342.064;broad
4701420-9;674;broad
4701422-2;748.62;broad
4701423-4;782.5092;broad
4701424-6;623.459;broad
4701497-0;688.723;broad
4701587-1;949.301;broad
4701614-0;597.39;exact
4701615-2;006.31;broad
4701616-4;371.2912;broad
4701618-8;912;broad
4701618-8;912.0148;related
4701625-5;616.21043;broad
4701627-9;645.046;broad
4701627-9;645.4;related
4701627-9;684.3;broad
4701630-9;573.76356;related
4701630-9;611.0183;broad
4701654-1;004.6;broad
4701699-1;584.35;broad
4701745-4;625.66;broad
4701745-4;388.46;related
4701758-2;583.95;broad
4701819-7;598.34;broad
4701820-3;220.07;broad
4701820-3;220.083;related
4701822-7;371.36;broad
4701824-0;793.735;broad
4701828-8;387.28;broad
4701833-1;830.7943364;broad
4701836-7;830.79433;broad
4701837-9;830.79433;broad
4701847-1;069.079433;broad
4701853-7;583.72;broad
4701857-4;595.726;broad
4701866-5;372.947;broad
