fromNotation;x;y;z;toNotation
WQ 1150;50;4;50;565.39
WQ 1180;100;1;100;595.4
WQ 1185;100;1;100;595.49
WQ 1200;100;2;50;595.4
WQ 1200;100;1;100;595.42-595.48
WQ 1210;100;2;25;595.4
WQ 1250;100;1;100;595.46
WQ 1300;100;1;100;595.47
WQ 1350;100;1;100;595.43
WQ 1400;100;1;100;595.42
WQ 1410;100;2;50;595.4217
WQ 1420;100;1;100;595.421757
WQ 1430;100;1;100;595.42176
WQ 1440;100;1;100;595.429
WQ 1480;100;2;25;595.429
WQ 1510;100;2;50;595.429
WQ 1540;100;2;25;595.429
WQ 1565;100;2;25;595.429
WQ 1570;100;2;25;595.429
WQ 1600;100;2;25;595.429
WQ 1950;100;1;100;595.496
WQ 1998;100;2;50;595
WQ 1998;50;3;100;595.3
WQ 1998;50;3;100;595.6
WQ 1998;50;3;100;595.7
WQ 1999;;;;
WQ 2000;100;1;100;595.3
WQ 2050;100;2;25;595.32
WQ 2100;100;2;50;595.36
WQ 2150;100;1;100;595.33
WQ 2200;100;1;100;595.34
WQ 2250;100;2;50;595.36
WQ 2300;100;2;50;595.36
WQ 2350;100;1;100;595.35
WQ 2398;;;;
WQ 2400;100;1;100;595.37
WQ 2500;100;2;50;595.3792
WQ 2550;100;2;50;595.37
WQ 2600;100;2;50;595.379
WQ 2650;100;2;50;595.37
WQ 2650;100;1;100;595.372-595.378
WQ 2660;100;1;100;595.375
WQ 2670;100;1;100;595.376
WQ 2680;100;1;100;595.374
WQ 2690;100;1;100;595.372
WQ 2695;100;1;100;595.378
WQ 2700;100;1;100;595.3796
WQ 2750;100;1;100;595.38
WQ 2800;100;1;100;595.389
WQ 2850;100;2;50;595.38
WQ 2850;100;1;100;595.384-595.388
WQ 2860;100;1;100;595.388
WQ 2870;100;1;100;595.384
WQ 2880;100;1;100;595.387
WQ 2890;100;1;100;595.386
WQ 2900;100;2;50;595
WQ 2900;50;3;100;595.6
WQ 2900;50;3;100;595.7
WQ 2905;100;1;100;595.6
WQ 2910;100;1;100;595.66
WQ 2930;100;1;100;595.64
WQ 2940;100;1;100;595.63
WQ 2950;100;1;100;595.62
WQ 3000;100;1;100;595.7
WQ 3003 - WQ 3098;;;;
WQ 3003;100;1;100;595.7014
WQ 3004;100;2;50;595.71568
WQ 3005;100;1;100;595.7139
WQ 3008;50;4;50;595.7174
WQ 3017;100;1;100;595.7173
WQ 3020;100;1;100;595.71753
WQ 3025;100;1;100;595.7176
WQ 3026;50;4;50;595.717699
WQ 3026;50;4;50;595.709146
WQ 3027;50;4;50;595.7177
WQ 3027;50;4;50;595.709162
WQ 3028;100;1;100;595.71756
WQ 3030;100;1;100;595.70723
WQ 3033;100;2;25;595.70723
WQ 3040;100;2;50;595.7073
WQ 3070;100;2;25;595.7
WQ 3070;50;3;100;595.70222
WQ 3074;50;4;50;595.71716
WQ 3074;50;4;50;595.7154
WQ 3075;100;2;50;595.716
WQ 3075;50;3;100;595.7163
WQ 3075;50;3;100;595.7165
WQ 3077;50;4;50;595.71716
WQ 3080;50;4;50;595.7168
WQ 3090;100;2;25;595.70723
WQ 3096;100;2;50;595.71785
WQ 3097;50;4;25;595.7153
WQ 3097;50;4;25;595.7154
WQ 3098;100;2;50;595.71563
WQ 3100 - WQ 3199;100;2;25;595.7
WQ 3200 - WQ 3299;100;2;50;595.705
WQ 3300;100;2;50;595.709
WQ 3500;100;2;50;595.72
WQ 3500;100;1;100;595.722-595.725
WQ 3520;100;1;100;595.724
WQ 3525;100;1;100;595.722
WQ 3530;100;1;100;595.725
WQ 3550;100;1;100;595.723
WQ 3600;100;2;50;595.7
WQ 3610;100;1;100;595.734
WQ 3650;100;2;50;595.734
WQ 3750;100;1;100;595.733
WQ 3800;100;2;25;595.7
WQ 3820;100;1;100;595.728
WQ 3890;100;1;100;595.727
WQ 3900;100;1;100;595.736
WQ 4000;50;4;50;595.726
WQ 4050;100;1;100;595.735
WQ 4140;100;2;25;595.726
WQ 4150;100;1;100;595.729
WQ 4200;50;4;50;595.726
WQ 4210;100;2;25;595.726
WQ 4260;100;2;25;595.726
WQ 4280;100;2;25;595.726
WQ 4300;50;3;100;595.739
WQ 4360;100;1;100;595.739
WQ 4390;100;2;50;595.7
WQ 4395;;;;
WQ 4400;100;1;100;595.76
WQ 4401;100;1;100;595.76012
WQ 4402;100;1;100;571.31576
WQ 4403;50;3;100;571.1576
WQ 4403;50;3;100;595.7617
WQ 4404;100;2;50;595.7617
WQ 4405;100;1;100;595.76139
WQ 4406;50;4;50;595.76094
WQ 4406;50;4;50;595.76095
WQ 4406;50;4;50;595.76096
WQ 4407;50;3;100;595.76095
WQ 4407;50;3;100;595.76096
WQ 4407;50;4;50;595.76099
WQ 4408;50;3;100;595.76097
WQ 4409;50;3;100;595.76098
WQ 4410 - WQ 4699;100;2;50;595.76
WQ 4700;100;1;100;595.74
Wq 4720;100;2;50;595.74
WQ 4760;100;2;50;595.74
WQ 4800;100;2;50;595.74
WQ 4900;100;2;50;595.74
WQ 4920;100;1;100;595.744
WQ 5000;100;2;50;595.77
WQ 5000;100;1;100;595.772-595.774
WQ 5005;100;2;50;595.77139
WQ 5006;100;2;50;595.7717857
WQ 5100;50;4;50;595.77094
WQ 5110 - WQ 5399;100;1;100;595.772
WQ 5406;100;1;100;595.773012
WQ 5410 - WQ 5699;100;1;100;595.773
WQ 5700;100;1;100;595.745
WQ 6000;100;1;100;595.78
WQ 6005;100;1;100;595.78139
WQ 6006;100;1;100;595.78012
WQ 6019;100;2;50;595.78
WQ 6020;50;3;100;595.78094
WQ 6020;50;4;50;595.78095
WQ 6020;50;4;50;595.78096
WQ 6021;100;1;100;595.780948
WQ 6022;100;1;100;595.780943
WQ 6025;100;1;100;595.780947
WQ 6030;100;1;100;595.78091822
WQ 6035;100;2;50;595.78096
WQ 6045;100;2;50;595.78095
WQ 6055;100;2;50;595.78099
WQ 6070;100;1;100;595.78097
WQ 6080;100;1;100;595.78098
WQ 6090;100;1;100;595.7809989
WQ 6100;100;2;50;595.78
WQ 6110 - WQ 6399;100;2;50;595.78
WQ 6400;100;2;50;595.78
WQ 6600;100;2;50;595.78
WQ 6610 - WQ 6660;100;2;25;595.78
WQ 6700;100;1;100;595.788
WQ 6800;100;1;100;595.789
WQ 6810;100;2;25;595.789
WQ 6820;100;2;25;595.789
WQ 6850;100;2;25;595.789
WQ 6860;100;2;25;595.789
WQ 6890;100;2;25;595.789
WQ 6900;100;1;100;595.775
WQ 7000;100;1;100;595.79
WQ 7005;100;1;100;595.79139
WQ 7006;50;4;50;595.7917857
WQ 7008;100;2;50;595.7909
WQ 7010;100;2;25;595.79
WQ 7300;100;2;50;595.79
WQ 7310;100;2;25;595.79
WQ 7330;100;2;25;595.79
WQ 7332;100;2;25;595.79
WQ 7333;100;2;25;595.79
WQ 7335;100;2;25;595.79
WQ 7338;100;2;25;595.79
WQ 7340;100;2;25;595.79
WQ 7345;100;2;25;595.79
WQ 7460;100;2;25;595.79
WQ 7375;100;2;25;595.79
WQ 7430;100;2;25;595.79
WQ 7435;100;2;25;595.79
WQ 7440;100;2;25;595.79
WQ 7443;100;1;100;595.796
WQ 7444 - WQ 7446;100;2;50;595.79617
WQ 7444;100;2;25;595.796178
WQ 7445;100;2;25;595.796178
WQ 7446;100;2;25;595.79617
WQ 7463;100;2;25;595.79
WQ 7475;100;2;50;595.798
WQ 7495;100;2;50;595.798
WQ 7500;100;1;100;595.799
WQ 7525;100;2;50;595.799
WQ 7550;100;2;50;595.799
WQ 7555;100;2;50;595.799
WQ 7600;100;2;25;595.799
WQ 7630;100;2;25;595.76
WQ 7650;100;2;50;595.75
WQ 7700;100;1;100;595.756
WQ 7710;100;1;100;595.757
WQ 7740;100;2;25;595.756
WQ 7750;100;2;50;595.756
WQ 7780;100;1;100;595.758
WQ 7800;100;2;50;595.75
WQ 7810;100;1;100;595.754
WQ 7820;100;2;25;595.754
WQ 7850;100;2;25;595.754
WQ 7880;;;;
WQ 7900;100;1;100;595.752
WQ 7910;100;2;25;595.752
WQ 7940;100;2;25;595.752
WQ 7970;100;2;25;595.752
WQ 7990;100;2;25;595.752
WQ 8000;100;2;50;594
WQ 8002;100;2;50;594.17
WQ 8003;100;1;100;594.0914
WQ 8015;100;2;25;594
WQ 8025;100;1;100;594.176
WQ 8025;50;4;50;594.09169
WQ 8027;100;1;100;594.177
WQ 8027;50;4;50;594.09162
WQ 8030;100;2;50;594.09
WQ 8040;100;1;100;594.27
WQ 8045;100;2;25;594.2
WQ 8050;100;2;50;594.27
WQ 8055;100;2;25;594.2
WQ 8060;100;2;50;594
WQ 8100;100;1;100;594.3
WQ 8110;50;4;50;564.3
WQ 8120;100;1;100;594.32
WQ 8155;100;2;50;594.32
WQ 8200;100;2;50;594.32
WQ 8230;100;2;50;594.32
WQ 8265;100;2;50;594.3
WQ 8270;100;1;100;594.34
WQ 8275;100;1;100;594.37
WQ 8290;100;2;50;594.37
WQ 8300;100;1;100;594.35
WQ 8315;100;1;100;594.36
WQ 8330;100;1;100;594.38
WQ 8335;100;2;50;594.38
WQ 8350;100;2;50;594.38
WQ 8370;100;1;100;594.29
WQ 8400;100;1;100;594.4
WQ 8405;50;4;50;564.4
WQ 8450;100;2;25;594.4
WQ 8500;100;2;25;594.4
WQ 8550;100;2;25;594.4
WQ 8600;100;2;25;594.4
WQ 8650;100;2;25;594.4
WQ 8700;100;1;100;594.5
WQ 8710;100;1;100;594.52
WQ 8715;100;2;50;594.52
WQ 8720;50;4;50;564.53
WQ 8730;100;2;50;594.5
WQ 8740;100;1;100;594.58
WQ 8780;100;1;100;594.56
WQ 8800;100;1;100;594.6
WQ 8810;100;2;25;592.3
WQ 8820;100;1;100;594.67
WQ 8830;100;1;100;594.676
WQ 8840;100;2;50;594.67
WQ 8850;100;1;100;594.68
WQ 8890;100;1;100;592.38
WQ 8900;100;1;100;593.99
WQ 8910;100;2;50;593.99
WQ 8950;100;2;50;593.99
WQ 9000;50;4;50;563.99
WQ 9050;100;2;25;592.3
WQ 9100;100;1;100;593.9
WQ 9110;100;1;100;593.92
WQ 9120;;;;
WQ 9130;50;4;25;593.5
WQ 9290;100;2;50;593.9
WQ 9300;100;1;100;593.93
WQ 9370;100;2;50;593.93
WQ 9400;100;1;100;593.94
WQ 9500;100;1;100;593.95
WQ 9850;100;1;100;593.96
WR 1000;100;1;100;596
WR 1003;100;2;50;596.05
WR 1100;100;1;100;596.2
WR 1200;100;2;25;596.2
WR 1300;100;2;25;596.2
WR 1500;100;2;25;596.2
WR 1800;100;2;25;596.2
WR 1900;100;1;100;596.4
WR 2000;100;2;50;596
WR 2040;50;4;50;597
WR 2080;100;1;100;597.2
WR 2400;100;2;50;596
WR 2410;50;4;50;566
WR 2500 - WR 6800;100;1;100;597
WR 2500 - WR 2599;100;1;100;597.17
WR 2600;100;2;50;597.09
WR 2800;100;1;100;597.3
WR 2810;50;4;50;567.3
WR 2900;100;2;50;597.3
WR 2910;100;2;50;597.3
WR 3000;100;1;100;597.35
WR 3150;100;1;100;597.38
WR 3200;100;2;50;597
WR 3210;;;;
WR 3290;100;2;50;597.41
WR 3300;100;1;100;597.41
WR 3400;100;2;50;597
WR 3410;50;4;50;567
WR 3600;;;;
WR 3670;100;1;100;597.45
WR 3680;100;1;100;597.55
WR 3680;50;3;100;597.56
WR 3680;50;3;100;597.57
WR 3900;100;2;50;597.43
WR 4000;100;2;50;597.5
WR 4000;50;3;100;597.59
WR 4100;100;2;50;597.47
WR 4200;100;1;100;597.48
WR 4400;100;2;50;597.43
WR 4400;50;3;100;597.432
WR 4500;100;1;100;597.665
WR 4500;25;3;100;597.667
WR 4700;100;2;50;597.66
WR 4800;100;1;100;597.63
WR 4900;100;1;100;597.67
WR 5100;100;2;50;597.67
WR 5100;50;3;100;597.679
WR 5200;100;1;100;597.7
WR 5400;100;2;25;597.64
WR 5600;100;1;100;597.69
WR 5800;100;2;50;597.62
WR 6000;100;2;25;597.64
WR 6100;100;1;100;597.64
WR 6300;100;2;50;597.62
WR 6400;100;2;25;597.64
WR 6500;100;2;25;597.64
WR 6600;100;1;100;597.39
WR 6700;100;2;50;597.39
WR 6800;100;2;50;597.39
WR 7000;100;2;50;596
WR 7050;100;2;50;597.9
WR 7055;50;4;50;567.9
WR 7100 - WR 7860;100;1;100;597.8
WR 7100;50;3;100;597.809
WR 7100;50;3;100;597.909
WR 7300;100;2;50;597.8
WR 7310;50;4;50;567.8
WR 7320;50;3;100;597.85
WR 7350;100;1;100;597.85
WR 7650;100;1;100;597.82
WR 7700;100;2;50;597.8
WR 7730;100;2;50;597.8
WR 7740;100;2;50;597.86
WR 7750;100;2;50;597.86
WR 7750;50;3;100;597.865
WR 7800;100;2;50;597.86
WR 7820;100;1;100;597.87
WR 7860;100;1;100;597.89
WR 8000;100;2;25;596
WR 8100;100;2;50;597.9
WR 8300;50;4;25;567.9
WR 8325;50;4;25;567.9
WR 8375;50;4;50;567.92
WR 8400;100;1;100;597.92
WR 8600;50;4;50;567.93
WR 8800;50;4;25;567.9
WR 8900;50;4;25;567.9
WR 9000;100;1;100;597.98
WR 9080;50;4;50;567.918
WR 9090;100;1;100;597.94
WR 9090;50;4;50;567.94
WR 9100;100;1;100;597.945
WR 9200;100;2;50;597.94
WR 9300;100;1;100;597.95
WR 9500;100;1;100;597.96
WS 1000 - WS 4950;100;1;100;598
WS 1000;100;2;50;598
WS 1001;100;2;25;598
WS 1002;100;2;25;598
WS 1004 - WS 1030;;;;
WS 1004;50;4;50;598.1568
WS 1004;50;3;100;598.1565
WS 1008;100;2;50;598.174
WS 1008;50;3;100;598.1744
WS 1010;100;1;100;598.1755
WS 1012;100;1;100;598.1756
WS 1017;100;1;100;598.173
WS 1020;100;1;100;598.1753
WS 1025;100;1;100;598.176
WS 1026;50;3;100;598.1751
WS 1026;50;3;100;598.177
WS 1030;100;1;100;598.07234
WS 1033 - WS 1045 ;;;;
WS 1033;50;4;50;598.153
WS 1038;100;2;25;598
WS 1040;100;1;100;598.074
WS 1043;100;1;100;598.1568
WS 1045;50;4;50;598.07232
WS 1070;50;3;100;598.0222
WS 1075;100;2;50;598.16
WS 1075;50;3;100;598.163
WS 1075;50;3;100;598.165
WS 1080;100;2;25;639.978
WS 1082;50;4;25;636.0889
WS 1085;100;1;100;598.168
WS 1087;50;4;25;598.168
WS 1090;100;2;50;598.07232
WS 1093;50;4;50;598.163
WS 1093;50;4;50;799.24
WS 1095;;;;
WS 1096 - WS 1099;;;;
WS 1096;100;1;100;598.1785
WS 1097;50;4;50;598.153
WS 1098;50;4;50;598.1563
WS 1098;50;4;50;598.1564
WS 1099;50;4;50;598.1785
WS 1100;100;2;50;598.09
WS 1310;50;4;50;568.22
WS 1330;100;2;50;598
WS 1350;100;2;50;598
WS 1355;100;1;100;598.52
WS 1600;100;1;100;598.6
WS 1620;100;2;50;598.64
WS 1640;100;2;50;598.64
WS 1650;100;1;100;598.62
WS 1720;100;1;100;598.63
WS 1730;100;2;50;598.634
WS 1732;100;2;50;598.634
WS 1750;100;2;25;598.74
WS 1800;100;1;100;598.65
WS 1850;100;2;50;598.65
WS 1860;100;2;50;598.65
WS 1870;100;2;50;598.65
WS 2000;100;1;100;598.32
WS 2050;100;2;25;598.32
WS 2100;100;2;25;598.32
WS 2120;100;2;25;598.32
WS 2140;100;2;25;598.32
WS 2170;100;2;25;598.32
WS 2200;100;1;100;598.33
WS 2210 - WS 2265;100;2;25;598.33
WS 2270;100;1;100;598.338
WS 2360;100;2;25;598.33
WS 2380;100;2;50;598.338
WS 2400;100;1;100;598.442
WS 2470;100;1;100;598.443
WS 2540;100;1;100;598.47
WS 2600;100;1;100;598.42
WS 2800;100;1;100;598.43
WS 3000;100;1;100;598.34
WS 3030;100;2;50;598.34
WS 3035;100;2;50;598.34
WS 3040;100;2;50;598.34
WS 3100;100;1;100;598.35
WS 3150;100;2;50;598.34
WS 3200;100;2;50;598.9
WS 3210;100;1;100;598.92
WS 3220;100;1;100;598.96
WS 3230;100;1;100;598.94
WS 3260;100;1;100;598.93
WS 3270;100;2;25;598.9
WS 3280;100;2;25;598.94
WS 3300;100;2;25;598.41
WS 3400;100;1;100;598.41
WS 3420;100;2;50;598.41
WS 3425;100;2;50;598.41
WS 3450;100;1;100;598.417
WS 3600;100;1;100;598.74
WS 3625;100;2;50;598.74
WS 3655;100;2;50;598.74
WS 3800;100;1;100;598.71
WS 3830;100;2;50;598.71
WS 3835;100;2;50;598.71
WS 4000;100;1;100;598.78
WS 4100;100;1;100;598.97
WS 4120;100;2;50;598.97
WS 4200;100;1;100;598.99
WS 4220;100;2;50;598.99
WS 4300;100;1;100;598.76
WS 4320;100;1;100;598.762
WS 4370;100;1;100;598.764
WS 4400;100;1;100;598.75
WS 4500;100;1;100;598.73
WS 4600;100;1;100;598.72
WS 4700;100;1;100;598.8
WS 4703;100;2;25;598.822
WS 4705;100;1;100;598.823
WS 4740;100;1;100;598.822
WS 4743;100;2;25;598.822
WS 4750;100;2;50;598.8
WS 4755;50;3;100;598.84
WS 4755;50;4;50;598.83
WS 4765;100;1;100;598.843
WS 4770;100;1;100;598.848
WS 4775;100;1;100;598.842
WS 4780;100;1;100;598.844
WS 4785;100;1;100;598.833
WS 4790;100;1;100;598.832
WS 4795;;;;
WS 4800;100;1;100;598.854
WS 4804;100;2;50;598.82
WS 4805;100;1;100;598.825
WS 4812;100;1;100;598.824
WS 4855;50;3;100;598.826
WS 4857;100;1;100;598.826
WS 4860;100;1;100;598.862
WS 4885;100;1;100;598.864
WS 4920;100;2;50;598.87
WS 4950;100;1;100;598.88
WS 5000 - WS 9950;100;1;100;599
WS 5000;100;2;50;599
WS 5004;100;1;100;599.17
WS 5100;100;2;50;599.09
WS 5300;50;4;50;569
WS 5400;100;1;100;599.29
WS 5420;100;2;50;599.29
WS 5450;100;2;50;599.29
WS 5500;100;1;100;599.2
WS 5600;100;2;50;599
WS 5620;100;1;100;599.33
WS 5625;50;3;100;599.337
WS 5625;50;3;100;599.338
WS 5645;100;2;50;599.33
WS 5650;100;1;100;599.332
WS 5680;100;1;100;599.336
WS 5690;100;1;100;599.335
WS 5800;100;1;100;599.4
WS 5810;100;2;50;599.49
WS 5830;100;2;50;599.49
WS 5850;100;2;50;599.4
WS 5900;100;2;25;599.33
WS 6000;100;1;100;599.8
WS 6050;100;1;100;599.83
WS 6080;100;2;50;599.83
WS 6100;100;2;50;599.8
WS 6110;100;1;100;599.85
WS 6120;100;1;100;599.84
WS 6130;100;2;50;599.85
WS 6150;100;1;100;599.86
WS 6160;100;2;50;599.86
WS 6170;100;1;100;599.882
WS 6180;100;1;100;599.88
WS 6200;100;1;100;599.7
WS 6210;50;4;25;569.7
WS 6250;100;2;50;599.7
WS 6300 - WS 7400;;;;
WS 6300;50;3;100;599.76
WS 6300;50;3;100;599.77
WS 6300;50;3;100;599.78
WS 6350;100;1;100;599.763
WS 6400;100;1;100;599.78
WS 6700;100;1;100;599.766
WS 6800;100;1;100;599.77
WS 7200;100;1;100;599.74
WS 7230;100;1;100;599.75
WS 7290;100;1;100;599.743
WS 7360;100;1;100;599.742
WS 7400;100;1;100;599.79
WS 7600;100;1;100;599.5
WS 7605;100;2;50;599.5
WS 7610;100;1;100;599.53
WS 7650;100;2;50;599.5
WS 7650;50;3;100;599.52
WS 7700;100;1;100;599.6
WS 7800;100;1;100;599.63
WS 7900;100;1;100;599.633
WS 8000;100;1;100;599.635
WS 8100;100;2;50;599.633
WS 8200;100;2;50;599.63
WS 8200;100;1;100;599.636-599.65
WS 8250;50;4;25;569.62
WS 8300;100;1;100;599.636
WS 8320;100;2;50;599.636
WS 8400;100;2;50;599.63
WS 8400;100;1;100;599.638-599.65
WS 8500;;;;
WS 8540;100;1;100;599.65
WS 8600;100;1;100;599.64
WS 8700;100;1;100;599.638
WS 8800;50;4;25;569.62
WS 8850;50;4;25;569.62
WS 8900;100;2;50;599.31
WS 9000;50;4;25;569.62
WS 9100;100;1;100;599.68
WS 9200;100;1;100;599.67
WS 9250;100;2;50;599.67
WS 9300;100;1;100;599.55
WS 9380;50;4;25;569.5
WS 9380;50;4;25;569.62
WS 9400;100;1;100;599.66
WS 9410;100;2;50;599.66
WS 9450;100;2;25;599.66
WS 9470;100;1;100;599.668
WS 9500;100;2;50;599.66
WS 9520;100;1;100;599.665
WS 9570;50;4;25;569
WS 9600;100;2;50;599.31
WS 9610;100;1;100;599.312
WS 9620;100;1;100;599.313
WS 9630;100;1;100;599.314
WS 9640;100;2;50;599.31
WS 9650;100;1;100;599.32
WS 9700;100;1;100;599.35
WS 9710;100;2;50;599.35
WS 9800;100;2;50;599.35
WS 9825;100;2;25;599.35
WS 9850;100;2;50;599.35
WS 9900;;;;
WS 9910;;;;
WS 9920;100;2;50;599.359
WS 9930;100;1;100;599.37
WS 9950;;;;
WT;100;1;100;591.5
WT 1000 - WT 1099;100;2;50;591.5
WT 1100 - WT 1199;100;2;25;591.5
WT 1210 - WT 1255;100;2;50;591.505
WT 1300 - WT 1399;100;2;25;591.5
WT 1500;100;1;100;591.509162
WT 1700;100;1;100;591.509169
WT 2000;100;2;25;591.5
WT 2050;;;;
WT 2100;100;1;100;591.512
WT 2200;50;4;50;591.562
WT 2200;50;4;25;591.566
WT 2300;50;4;50;591.57
WT 2400;100;2;25;591.5
WT 2500;50;4;25;591.568
WT 2600;;;;
WT 2700;;;;
WT 2750;100;2;50;591.53
WT 2800;100;1;100;591.519
WT 2850;;;;
WT 3100;100;2;50;591.566
WT 3200;100;1;100;591.562
WT 3250;50;4;50;155.3
WT 3300;100;1;100;591.563
WT 3400;100;1;100;591.566
WT 3500;100;1;100;591.568
WT 3600;100;2;50;591.56
WT 3621;100;2;50;595.7156
WT 3627;100;2;50;597.156
WT 3630;100;2;50;598.156
WT 3631;100;2;50;599.156
WT 3632;100;2;50;599.2156
WT 3633;50;4;50;599.33156
WT 3633;50;4;50;599.4156
WT 3634;100;2;50;599.7156
WT 3635;50;4;50;599.5156
WT 3635;50;4;50;599.633156
WT 3636;100;2;50;599.6156
WT 3637;25;4;25;599.31156
WT 3637;25;4;50;599.55156
WT 3637;25;4;50;599.67156
WT 3637;25;4;50;599.68156
WT 3638;50;4;25;599.31156
WT 3638;50;4;50;599.35156
WT 3639;100;2;50;599.8156
WT 3700;100;1;100;591.59
WT 3800;100;2;50;591.782
WT 3900;100;2;50;591.782
WT 4200;100;1;100;591.564
WT 4500;100;1;100;591.594
WT 5000;50;3;100;591.5073
WT 5200;;;;
WT 5500;100;1;100;591.514
WT 5900;;;;
WT 6000;;;;
WT 6500;;;;
WT 7000;;;;
WT 8000;;;;
WT 8600;;;;
WT 9000;;;;
WU;100;1;100;599.9
WU 1000;100;2;50;599.9
WU 1050;100;1;100;599.938
WU 1070;50;4;50;569.9
WU 1100 - WU 1199;100;2;25;599.9
WU 1200;100;2;50;599.905
WU 1300;;;;
WU 1400;50;4;50;569.8
WU 1400;50;4;50;569.9
WU 1500;50;4;50;569.90178
WU 1600;50;4;50;569.90179
WU 2010;50;4;25;569.9
WU 2500;50;4;25;569.909
WU 3000;50;4;50;306
WU 3100;100;1;100;599.91788
WU 3200;100;1;100;599.94
WU 3300;100;1;100;599.97
WU 3400;100;1;100;599.9805
WU 3500;50;4;25;306.82
WU 3600;50;4;50;363.92
WU 3700;50;4;50;320.56
WU 3750;;;;
WU 3800;;;;
WU 4000 - WU 9400 ;100;1;100;599.98
WU 4000;100;2;50;599.97
WU 4050;;;;
WU 4100;100;1;100;599.9809
WU 4200;100;1;100;599.983
WU 4400;;;;
WU 4600;;;;
WU 4800;;;;
WU 5000;;;;
WU 5200;;;;
WU 5400;;;;
WU 5600;;;;
WU 5700;;;;
WU 5900;;;;
WU 6000;100;1;100;599.9895
WU 7400;100;1;100;599.98971
WU 7600;50;3;100;599.9897
WU 7600;50;3;100;599.9898
WU 8400;50;4;50;599.98965
WU 8600;50;4;50;599.989639
WW;100;1;100;571.1
WW;50;3;100;571.31
WW;25;3;100;572.1
WW 1000 - WW 1619;100;1;100;571.1
WW 1000 - WW 1619;50;3;100;571.31
WW 1000;;;;
WW 1100 - WW 1199;100;2;25;571.1
WW 1100 - WW 1199;50;4;25;571.31
WW 1200 - WW 1279;100;2;50;571.105
WW 1200 - WW 1279;50;4;25;571.3105
WW 1280;50;4;50;571.1076
WW 1280;50;4;50;571.1078
WW 1280;50;4;25;571.31076
WW 1280;50;4;25;571.31078
WW 1320;100;2;25;571.1
WW 1320;50;4;25;571.31
WW 1330;100;2;25;571.1
WW 1330;50;4;25;571.31
WW 1370 - WW 1459;100;1;100;571.31
WW 1370;100;2;50;571.31
WW 1410 - WW 1449;;;;
WW 1410;100;2;25;571.31
WW 1426;100;1;100;571.312
WW 1427;50;3;100;571.3134
WW 1427;50;4;50;571.3135
WW 1428;100;2;50;571.312
WW 1428;25;3;100;571.31466
WW 1429;100;1;100;571.315
WW 1430;100;1;100;571.3156
WW 1430;50;4;50;571.3157
WW 1431;100;1;100;571.3157
WW 1432;100;1;100;571.3154
WW 1433;100;1;100;571.3153
WW 1434;50;3;100;571.314
WW 1434;50;4;50;571.3123
WW 1435;50;3;100;571.31238
WW 1435;50;3;100;571.3138
WW 1435;50;3;100;571.3139
WW 1436;100;1;100;571.316
WW 1437;100;1;100;571.317
WW 1438;100;1;100;571.3178
WW 1439;100;1;100;571.3179
WW 1440;100;1;100;571.318
WW 1441;100;1;100;571.319
WW 1442;100;1;100;571.3192
WW 1443;50;3;100;571.31933
WW 1443;50;3;100;571.3194
WW 1444;100;1;100;571.3197
WW 1445;50;3;300;571.3195
WW 1445;50;3;300;571.319633
WW 1446;100;1;100;571.3196
WW 1447;25;4;50;571.31931
WW 1447;25;3;100;571.31955
WW 1447;25;3;100;571.31967
WW 1447;25;3;100;571.31968
WW 1448;50;4;50;571.31931
WW 1448;50;3;100;571.31935
WW 1449;100;1;100;571.3198
WW 1450 - WW 1459;100;1;100;571.3199
WW 1450;50;4;50;611
WW 1452;50;4;25;611
WW 1454;50;4;50;611.00222
WW 1456;50;4;25;611
WW 1459;50;4;50;611.003
WW 1460 - WW 1499;100;1;100;571.51
WW 1460;100;2;50;571.51
WW 1460;50;3;100;571.531
WW 1500;100;2;50;571.61
WW 1540 - WW 1619;100;1;100;571.1
WW 1540;100;2;50;571.1
WW 1580 - WW 1619;100;2;50;571.1
WW 1580;100;2;25;571.1
WW 1584;100;1;100;571.199
WW 1584;50;4;50;612
WW 1596;100;1;100;571.12
WW 1597;50;3;100;571.134
WW 1597;50;4;50;571.135
WW 1598;100;2;50;571.12
WW 1598;25;3;100;571.1466
WW 1599;100;1;100;571.15
WW 1600;100;1;100;571.156
WW 1600;50;4;50;571.157
WW 1601;100;1;100;571.157
WW 1602;100;1;100;571.154
WW 1603;100;1;100;571.153
WW 1604;50;3;100;571.14
WW 1604;50;4;50;571.123
WW 1605;50;3;100;571.1238
WW 1605;50;3;100;571.138
WW 1605;50;3;100;571.139
WW 1606;100;1;100;571.16
WW 1607;100;1;100;571.17
WW 1608;100;1;100;571.178
WW 1609;100;1;100;571.179
WW 1610;100;1;100;571.18
WW 1611;100;1;100;571.19
WW 1612;100;1;100;571.192
WW 1613;50;3;100;571.1933
WW 1613;50;3;100;571.194
WW 1614;100;1;100;571.197
WW 1615;50;3;300;571.195
WW 1615;50;3;300;571.19633
WW 1616;100;1;100;571.196
WW 1617;25;4;50;571.1931
WW 1617;25;3;100;571.1955
WW 1617;25;3;100;571.1967
WW 1617;25;3;100;571.1968
WW 1618;50;4;50;571.1931
WW 1618;50;3;100;571.1935
WW 1619;100;1;100;571.198
WW 1620;100;1;100;573.8
WW 1660;50;3;100;573.875
WW 1660;50;3;100;573.89
