fromNotation;toNotation
612.86;YN 4200 - YN 4599
612.86;CP 2500
612.86;WW 1740
612.86;WW 1744
612.86;WW 9380
612.86;WW 9384
612.87;CP 2500
612.87;WW 1740
612.87;WW 1744
612.87;YP 4900 - YP 4999
612.88;WW 1744
612.88;WW 1740
612.88;WW 1664
612.88;WW 1660
612.88;CP 2500
612.89;CP 2500
612.89;WW 1780
612.89;WW 1784
612.91;WW 5580
612.91;WW 5584
612.92;WW 5580
612.92;WW 5584
612.93;WW 5580
612.93;WW 5584
612.94;WW 5620
612.94;WW 5624
612.95;WX 1000 - WX 3500
612.96;WW 5620
612.96;WW 5624
612.97;WW 5700
612.97;WW 5704
612.98;WW 5540
612.98;WW 5544
613;MS 6000 - MS 6320
613;CU 7500
613;XC 2650 - XC 2678
613;CU 8000
613.04;XE 4800 - XE 4899
613.04;XF 1500 - XF 2499
613.04;MS 6000 - MS 6320
613.042;XE 2800 - XE 5699
613.0423;YC 4400 - YC 4499
613.0423;MS 2950
613.04232;YC 4400 - YC 4499
613.04233;YC 4400 - YC 4499
613.04234;YC 4400 - YC 4499
613.0424;XE 2800 - XE 5699
613.04242;XE 2800 - XE 5699
613.04243;XE 2800 - XE 5699
613.04244;XE 2800 - XE 5699
613.043;XC 2650 - XC 2678
613.043;XE 2800 - XE 5699
613.0432;ZX 7350 - ZX 7359
613.0432;YQ 1500 - YQ 2699
613.0433;YQ 1500 - YQ 2699
613.0433;ZX 9700 - ZX 9740
613.0433;ZX 7350 - ZX 7359
613.0434;MS 2950
613.0434;MS 3000 - MS 3200
613.0434;CQ 7200
613.0438;MS 2700
613.0438;CQ 7400
613.0438;YB 4800 - YB 5399
613.071;XE 3900 - XE 4299
613.071;DO 7000 - DO 7009
613.0712;DO 7000 - DO 7009
613.092;XE
613.1;XG 2800 - XG 2899
613.1;XC 4100 - XC 4199
613.1;XG 2900 - XG 2999
613.1;WI 2200 - WI 2600
613.1;YF 4500 - YF 4599
613.1;XH 4800 - XH 4899
613.11;WX 8600
613.11;YU 1200
613.11;YB 4100 - YB 4199
613.11;XG 2500 - XG 2599
613.11;WI 2250
613.11;UT 8700 - UT 8950
613.11;RB 10453
613.11;AR 14000
613.111;YB 4100 - YB 4199
613.111;UT 8970
613.111;XG 2900 - XG 2999
613.113;XE 5900 - XE 5999
613.113;UT 8970
613.113;XG 2900 - XG 2999
613.113;YB 4100 - YB 4199
613.12;YU 1300
613.12;ZB 88300 - ZB 88399
613.122;YU 1300
613.192;ZY 5080 - ZY 5089
613.193;XC 9020
613.194;MS 2900
613.194;MS 6530
613.2;VT 5250 - VT 5259
613.2;ZE 42000 - ZE 42099
613.2;ZE 40000 - ZE 68099
613.2;YT 2000 - YT 7899
613.2082;ZE 42000 - ZE 42099
613.2082;ZE 43100
613.2082;YT 2000 - YT 7899
613.2083;AR 19000
613.2083;WX 1054
613.2083;YQ 2200 - YQ 2299
613.2083;YT 2024
613.2083;ZE 43300 - ZE 43399
613.2083;WX 1050
613.20832;ZE 43300 - ZE 43399
613.20832;ZE 43200 - ZE 43299
613.20832;YT 2024
613.20832;YQ 2200 - YQ 2299
613.20832;WX 1054
613.20832;WX 1050
613.20832;AR 19000
613.2092;VT 5250 - VT 5259
613.2092;ZE 45500
613.23;ZE 44500
613.24;ZE 43900 - ZE 43999
613.24;ZE 77500 - ZE 77599
613.25;ZE 43900 - ZE 43999
613.25;ZE 77500 - ZE 77599
613.26;AR 19260
613.26;ZE 43000 - ZE 43099
613.262;ZE 43000 - ZE 43099
613.262;YT 7800 - YT 7899
613.2622;YT 7800 - YT 7899
613.2622;ZE 43000 - ZE 43099
613.263;ZE 43000 - ZE 43099
613.264;ZE 43000 - ZE 43099
613.265;ZE 43000 - ZE 43099
613.269;VT 5250 - VT 5259
613.269;ZE 43200 - ZE 43299
613.269;VS 9650 - VS 9659
613.282;ZE 44100 - ZE 44199
613.283;ZE 44200 - ZE 44299
613.284;ZE 44300 - ZE 44399
613.285;ZE 44400 - ZE 44499
613.286;ZE 44400 - ZE 44499
613.287;ZE 52400
613.4;XE 4900 - XE 4999
613.41;XE 4900 - XE 4999
613.48;XE 4900 - XE 4999
613.482;XE 4900 - XE 4999
613.488;XE 4900 - XE 4999
613.5;ZI 4000 - ZI 4960
613.5;XC 4100 - XC 4199
613.5;WK 7400
613.5;WK 7200
613.5;WK 7000
613.5;AR 23000 - AR 23900
613.5;WK 7100
613.5;WK 7300
613.62;VB 4100 - VB 4179
613.62;XE 7299
613.62;CW 6630
613.62;CW 3000
613.62;XE 6200
613.66;ZY 4400 - ZY 4409
613.660284;ZY 4400 - ZY 4409
613.66082;ZY 4400 - ZY 4409
613.66083;ZY 4400 - ZY 4409
613.663;PH 8820
613.663;MS 2880
613.663;MS 2850
613.68;ZY 5500 - ZY 5659
613.68;ZO 7870 - ZO 7874
613.68;DW 2000 - DW 2009
613.68;XE 2800 - XE 5699
613.68;XE 5700 - XE 6099
613.68;ZC 92600
613.7;WX 8200
613.7;WX 8204
613.7;ZX 7200 - ZX 7240
613.7;ZX 7250 - ZX 7259
613.7;ZX 7950 - ZX 7990
613.7;ZX 8550 - ZX 8559
613.7;ZY 1550
613.7;ZY 1600 - ZY 1760
613.7;ZY 4850
613.7;ZX 9340 - ZX 9349
613.7042;ZY 5000
613.7042;ZY 4870 - ZY 4879
613.7042;ZY 1660
613.7042;ZY 1600 - ZY 1760
613.7042;ZX 7950 - ZX 7990
613.7042;ZX 7350 - ZX 7359
613.7042;ZX 7250 - ZX 7870
613.7042;ZX 7200 - ZX 7240
613.7043;ZX 7950 - ZX 7990
613.7043;ZY 1670
613.7043;ZY 5000
613.7043;ZX 7200 - ZX 7240
613.7043;ZX 7350 - ZX 7359
613.7043;ZY 4870 - ZY 4879
613.7044;ZX 7450 - ZX 7459
613.7044;ZX 7500 - ZX 7509
613.7044;ZX 7550 - ZX 7559
613.7044;ZY 1600 - ZY 1760
613.7044;ZY 1680
613.7044;ZY 1690
613.7044;ZY 1700
613.7045;ZX 7500 - ZX 7509
613.7045;ZY 1690
613.7046;ZY 5080 - ZY 5089
613.71;ZY 1550
613.71;ZY 1600
613.71;ZX 8550 - ZX 8559
613.710284;ZX 8550 - ZX 8559
613.710284;ZY 1550
613.710284;ZY 1600
613.71082;ZX 7500
613.710844;ZY 4940 - ZY 4949
613.710844;ZY 1700
613.710844;ZY 1600 - ZY 1760
613.711;ZY 2022
613.711;ZX 7000 - ZX 7090
613.711;ZX 8500 - ZX 8600
613.711;ZY 1550
613.711;ZY 7342
613.711;ZX 9300 - ZX 9560
613.712;ZX 9200 - ZX 9880
613.712;ZY 1600
613.712;ZX 9880 - ZX 9889
613.713;ZX 8550 - ZX 8559
613.713;ZY 1550
613.713;ZY 4850
613.713;ZY 4440 - ZY 4449
613.713;ZY 4420 - ZY 4429
613.713;ZY 1600 - ZY 1760
613.714;ZY 4800 - ZY 5099
613.714;ZY 1550
613.714;ZX 8550 - ZX 8559
613.714;ZY 5080 - ZY 5089
613.714;YT 8300
613.7148;ZY 5090 - ZY 5099
613.7148;ZY 4400 - ZY 4629
613.71489;ZY 5090 - ZY 5099
613.7149;ZY 1550
613.7149;ZX 8550 - ZX 8559
613.715;ZY 4820 - ZY 4829
613.716;ZY 4960 - ZY 4969
613.716;ZY 6100
613.717;ZY 3600 - ZY 3609
613.717;ZY 2820
613.7170284;ZX 6550 - ZX 6720
613.7170284;ZY 2820
613.7170284;ZY 3600 - ZY 3609
613.7172;ZY 2820
613.7176;ZY 3600 - ZY 3609
613.7182;ZY 4830 - ZY 4839
613.7188;ZY 1550
613.71881;ZX 9830 - ZX 9839
613.71881;ZX 9800 - ZX 9880
613.71886;ZX 8500 - ZX 8600
613.71886;ZY 1550
613.71886;ZY 1600
613.71887;ZX 8500 - ZX 8600
613.71887;ZY 1600
613.71887;ZY 1550
613.71888;ZY 1600
613.71888;ZY 1550
613.71888;ZX 8500 - ZX 8600
613.719;ZY 4800 - ZY 5099
613.719;ZY 1550
613.7192;YT 8320
613.7192;ZY 4832
613.72;YT 8200 - YT 8299
613.72;ZX 9870 - ZX 9879
613.78;ZY 5080 - ZY 5089
613.78;ZY 1600 - ZY 1760
613.78;YT 8320
613.78;ZX 9830 - ZX 9839
613.792;AR 17700
613.792;ZY 5080 - ZY 5089
613.794;WX 3354
613.794;WW 3350
613.8;YH 3000 - YH 3099
613.8;AR 19940
613.8;XI 2100 - XI 2128
613.8;MS 6410
613.81;YH 2900 - YH 2999
613.81;MS 6410
613.81;AR 19920
613.83;YH 3000 - YH 3099
613.83;MS 6410
613.83;AR 19940
613.84;MS 6410
613.84;YH 5900 - YH 5999
613.84;YH 3000 - YH 3099
613.84;AR 19940
613.85;YH 5900 - YH 5999
613.85;YH 3000 - YH 3099
613.85;ZE 29400 - ZE 29499
613.9;WG 7300
613.9;XF 1800 - XF 1899
613.9;YM 2800
613.9;YM 6400 - YM 6499
613.9;YH 3200 - YH 3299
613.9;YM 8500 - YM 8599
613.9071;DG 5000
613.9071;XE 4800 - XE 4899
613.9071;DP 6500 - DP 6530
613.94;YM 8000 - YM 8099
613.94;XF 1800 - XF 1899
613.94;MS 4150
613.94;BK 6800
613.94;YM 8500 - YM 8599
613.94;WX 5000 - WX 7600
613.942;YC 4400
613.942;YM 2500 - YM 2599
613.942;YM 8500 - YM 8599
613.943;YM 8500 - YM 8599
613.943;YM 3100
613.943;XI 5200 - XI 5299
613.9432;YM 3100
613.9432;XI 5200 - XI 5299
613.9432;YM 2500 - YM 2599
613.9434;AR 15200
613.9434;BK 6800
613.9434;MS 4150
613.9434;YM 8500 - YM 8599
613.9435;YM 8500 -YM 8599
613.95;MS 2850
613.95;MS 2900
613.95;MS 6000 - MS 6320
613.95;XE 4800 - XE 4899
613.95;YH 3200 - YH 3299
613.95;YM 2800 - YM 2899
613.95;DG 5000
613.951;MS 2150 - MS 2500
613.951;DG 5000
613.951;MS 2450
613.951;XE 4800 - XE 4899
613.951;YH 3224
613.951;MS 2020
613.951;DP 6500
613.952;MS 2850
613.952;XE 4800 - XE 4899
613.952;YH 3200
613.952;YH 3225
613.953;XE 4800 - XE 4899
613.954;MS 2850
613.954;XE 4800 - XE 4899
613.954;YH 3200
613.954;YH 3225
613.955;XE 4800 - XE 4899
613.955;DG 5000
613.96;MS 2900
613.96;MS 2850
614.1;XL 9000 - XL 9099
614.1;XL 8000
614.1;XL
614.1;XB 5400 - XB 5499
614.1;PO 3595 - PO 3599
614.1;PH 9000 - PH 9020
614.1092;XL
614.12;VN 8800 - VN 8809
614.13;XL 5000
614.13;XI 2900 - XI 9099
614.13;XL 6990
614.15;PH 9020
614.15;MS 6250
614.15;CZ 3000
614.15;CW 8000
614.15;YH 8100 - YH 9399
614.15092;YH 8100 - YH 9399
614.15092;CW 8000
614.17;XL 8200 - XL 8299
614.17;XL 1400 - XL 6099
614.17092;XL 8200 - XL 8299
614.18;XL 6997
614.3;XF 3300
614.4;MS 6000 - MS 6320
614.4;XF 4100 - XF 4599
614.4;XF 3800 - XF 3899
614.4;XF 1500 - XF 2499
614.4;XB 5288
614.42;MS 6320
614.42;MS 6000
614.42;XF 4100 - XF 4599
614.42;RB 10585
614.42;XB 5288
614.42;XF 3800 - XF 3899
614.422;RB 10585
614.422;XC 2100 - XC 2199
614.422;XF 4100 - XF 4599
 614.423 - 614.429;RC 10585-RZ 95585
 614.423 - 614.429;RC-RZ
614.4273;RU 10585
614.43;YD 9100 - YD 9699
614.43;XG 4900 - XG 4999
614.43;XD 9800 - XD 9899
614.43;AR 22240
614.43;AR 20700
614.432;YD 9600 - YD 9699
614.432;XD 9800 - XD 9899
614.4322;YD 9600 - YD 9699
614.4322;XD 9800 - XD 9899
614.4323;YD 9600 - YD 9699
614.4323;XD 9800 - XD 9899
614.4324;YD 9600 - YD 9699
614.4324;XD 9800 - XD 9899
614.433;XD 9800 - XD 9899
614.434;XG 4900 - XG 4999
614.438;XG 4900 - XG 4999
614.44;XF 1500 - XF 2499
614.44;XC 9088
614.44;AR 16500
614.44;XE 4400 - XE 4499
614.45;XF 1500 -XF 2499
614.46;XF 4500 - XF 4599
614.47;XD 3000 - XD 3099
614.47;XD 3300 - XD 3399
614.47083;XD 3300 - XD 3399
614.47083;XD 3000 - XD 3099
614.470846;XD 3300 - XD 3399
614.470846;XD 3000 - XD 3099
614.48;XD 2100 - XD 2199
614.48;XE 4400 - XE 4499
614.49;XF 4400 - XF 4499
614.49;NW 7000 - NW 9000
614.49;LC 56000 - LC 56695
614.49;XB 2000 - XB 6399
614.5;XF 1500 - XF 2499
614.5;XF 3300
614.5;YD 1400 - YD 1999
614.5;XB 2000 - XB 6399
614.5;XF 4100 - XF 4599
614.511;YD 2900 - YD 2999
614.512;YD 3100 - YD 3199
614.512;YD 2600 - YD 2699
614.512;YD 2400 - YD 2499
614.514;YD 3600 - YD 3699
614.516;YD 3200 - YD 3299
614.518;YD 6900 - YD 6999
614.526;YD 4600 - YD 5099
614.53;YD 9100 - YD 9699
614.532;YD 9300 - YD 9399
614.533;YD 9600 - YD 9699
614.534;YD 9500 - YD 9599
614.541;YD 8000 - YD 8099
614.542;YE 3100 - YE 3199
614.543;YD 2500 - YD 2599
614.544;YD 7000 - YD 7099
614.545;YD 9800 - YD 9899
614.545;YD 3000 - YD 3099
614.545;XD 9600 - XD 9699
614.546;YD 3700 - YD 3799
614.547;YD 1850 - YD 1878
614.5471;YF 5700 - YF 6099
614.5478;YF 6100 - YF 6499
614.549;YD 7200 - YD 7299
614.55;XB 5200 - XB 5299
614.55;XD 8800 - XD 9899
614.55;YD 5100 - YD 5899
614.55;YD 9700 - YD 9999
614.552;YD 9700 - YD 9999
614.552;XD 9600 - XD 9699
614.553;XD 9600 - XD 9699
614.553;YD 9800 - YD 9899
614.555;YD 9700 - YD 9999
614.5552;YD 9800 - YD 9899
614.5554;YD 9800 - YD 9899
614.558;YD 9700 - YD 9999
614.559;YD 5100 - YD 5899
614.5593;YD 5600 - YD 5699
614.56;YD 9100 - YD 9699
614.56;YD 5100 - YD 5899
614.56;XG 4900 - XG 4999
614.561;YD 4200 - YD 4299
614.562;YD 9800 - YD 9899
614.563;YD 7500 - YD 7599
614.564;YD 4100 - YD 4199
614.565;YD 3300 - YD 3399
614.566;YD 7100 - YD 7199
614.57;YD 2000 - YD 4599
614.57;XD 4400 - XD 6800
614.573;YD 3400 - YD 3499
614.5732;YD 3500 - YD 3599
614.5735;YD 7100 - YD 7199
614.5739;YD 3400 - YD 3499
614.574;YD 4400 - YD 4499
614.5744;YD 4400 - YD 4499
614.5746;YD 4400 - YD 4499
614.577;YD 3000 - YD 3099
614.579;XD 5500 - XD 5699
614.579;XD 4600 - XD 4699
614.5797;XD 5500 - XD 5699
614.5797;XD 4600 - XD 4699
614.5798;XD 4600 - XD 4699
614.5798;XD 5500 - XD 5699
614.58;XF 4191
614.58;YD 6100 - YD 8500
614.581;XD 7600 - XD 7728
614.5812;YD 7400 - YD 7499
614.588;XD 7800 - XD 8028
614.5885;XD 7950 - XD 7978
614.5885;YD 8000 - YD 8099
614.591;YB 9100 -YB 9199
614.591;YB 3000 - YB 9399
614.591;YC 1400 - YC 1499
614.591;YB 9400 - YB 9499
614.591;YB 9600 - YB 9699
614.591;YB 9500 - YB 9599
614.591;YB 9200 - YB 9299
614.592;YB 5700
614.592;YB 6300
614.592;YB 5900
614.593;YC 5600 - YC 5699
614.593;YC 5800 - YC 5899
614.593;YC 5700 - YC 5799
614.593;YC 5400 - YC 5499
614.593;YC 5300 - YC 5399
614.593;YC 5200 - YC 5299
614.593427;YD 3200 - YD 3299
614.5939;YC 6000 - YC 8599
614.594;YC 3000 - YC 4499
614.594;YC 6900 - YC 6999
614.594;YC 7944
614.5941;YC 2900 - YC 2999
614.5941;YC 2600 - YC 2699
614.5941;XE 8700 - XE 8799
614.5942;YC 2400 - YC 2499
614.5942;YC 2700 - YC 2799
614.5942;YC 2500 - YC 2599
614.595;YF 4500 - YF 4599
614.595;YF 4800 - YF 4899
614.595;YF 4700 - YF 4799
614.595;YF 3800
614.595;YF 3100
614.595;YF 3000 - YF 3099
614.595;YF 2800 - YF 2899
614.595;YF 2300 - YF 2399
614.595;XE 9500 - XE 9599
614.59523;YF 3100 - YF 3799
614.59546;YF 4779
614.59547;YF 4784
614.5957;YF 3000 - YF 3099
614.59579;YF 2800 - YF 2899
614.596;YK 8200 - YK 8299
614.596;YK 9100 - YK 9199
614.596;YK 9000 - YK 9099
614.596;YK 8900 - YK 8999
614.596;YK 8800 - YK 8899
614.596;YK 8700 - YK 8799
614.596;YK 8600 - YK 8699
614.596;YK 8500 - YK 8599
614.596;YK 8400 - YK 8499
614.596;YK 8300 - YK 8399
614.5965;YD 1850 - YD 1878
614.5965;XE 9100
614.597;YK 2500 - YK 2599
614.597;YK 2400 - YK 2499
614.597;YK 2300 - YK 2399
614.597;YK 2200 - YK 2299
614.597;YK 2100 - YK 2199
614.597;YK 2000 - YK 2099
614.597;YG 6300 - YG 6399
614.597;YE 6500 - YE 6599
614.597;XH 7650 - XH 7678
614.597;XE 9000 - XE 9099
614.59723;YC 9200 - YC 9299
614.59723;YC 9300 - YC 9399
614.59723;YC 9500 - YC 9599
614.598;YG 7400 - YG 7499
614.598;YG 6900 - YG 6999
614.598;YG 6300 - YG 6399
614.598;YG 6200 - YG 6299
614.598;YG 6000 - YG 6099
614.598;YG 5500 - YG 5599
614.598;YG 4300
614.598;XH 8550 - XH 8578
614.598;YG 4500
614.598;YG 5000 - YG 5099
614.598;YG 5100 - YG 5199
614.598;YG 5300 - YG 5399
614.59855;YN 6300 - YN 6499
614.59855;YN 6500 - YN 6599
614.59921;YM 3700 - YM 3799
614.59921;YM 3800
614.59921;YM 4000 - YM 4099
614.59922;YM 4500 - YM 4599
614.59922;YM 4700 - YM 4799
614.59922;YM 4100 - YM 4399
614.59922;YM 4600 - YM 4699
614.599232;YQ 2500 - YQ 2599
614.599232;YM 6000 - YM 6099
614.5992392;YM 6100 - YM 6199
614.599279;YM 1620
614.599279;MS 6000 - MS 6320
614.599279;XF 1900 - XF 1999
614.599292;XH 2300 - XH 2399
614.599292;YK 2600
614.599292;YD 1824
614.599292;YQ 2300 - YQ 2399
614.599292;YQ 2900 - YQ 9099
614.599297;YB 4800 - YB 5399
614.599297;CQ 7000 - CQ 7400
614.5993;XD 3100 - XD 3199
614.5993;XB 5287
614.59933;YF 2100 - YF 2199
614.59935;YB 4600 - YB 4699
614.59938;XG 4400 - XG 4499
614.59939;XG 4400 - XG 4499
614.599392;YD 8400 - YD 8499
614.599392;MS 6000 - MS 6320
614.5996;YP 3200 - YP 3499
614.5996;YP 3000 - YP 3099
614.5996;YP 2900 - YP 3199
614.5996;YP 4700 - YP 4799
614.5996;YP 4300 - YP 4399
614.5996;YP 4200 - YP 4299
614.5996;YP 3700 - YP 3799
614.5996;YP 3300 - YP 3399
614.5996;YP 3100 - YP 3199
614.5997;YO 4300 - YO 4399
614.5997;YO 4200 - YO 4299
614.5997;YO 2300 - YO 2399
614.5997;YO 3900 - YO 3999
614.5997;YO 4000 - YO 4099
614.5997;YO 4100 - YO 4199
614.5998;XE 9400 - XE 9499
614.5998;YN 3000 - YN 3099
614.5999;XH 5500 - XH 9228
614.5999;XH 5400 - XH 5499
614.5999;XH 1500 - XH 5499
614.6;XC 2800 - XC 2899
615;XI
615;YT - YU
615;YG 2600 - YG 2699
615;YB 2700 - YB 2799
615;YB 2600 - YB 2699
615;VT
615;VS
615;VC
615.1;XI 1400 - XI 2399
615.1;VS 7000 - VS 9409
615.10724;VB 4010 - VB 4019
615.10724;VR 2520
615.10724;VX
615.10724;XI 1700 - XI 1799
615.10835;YQ 2690
615.1092;VR 5900
615.1092;VR 2650
615.1092;VB 3100
615.1092;FX 012400
615.11;VR 2000
615.11;VR 2050
615.11;VR 2100
 615.113 - 615.119;VR 2100
615.13;VR 6000 - VR 6009
615.14;XI 2200 - XI 2299
615.14;VR 6000 - VR 6009
615.14;VR 7600 - VR 7609
615.1401513;VR 7600 - VR 7609
615.1401513;XI 1800 - XI 1899
615.18;VX 5500 - VX 5509
615.18;VX 5600 - VX 5609
615.19;VS
615.1901;VW 5300 - VW 5309
615.1901;VS 5100
615.1901;VS 5300 - VS 5309
615.1901;VS 5400 - VS 5409
615.2;VS 7000 - VS 9409
 615.2 - 615.3;VS 7000-VS 9409
 615.2 - 615.3;VT 9000
 615.2 - 615.3;XI 9000-XI 9099
 615.2 - 615.3;ZD 27260
 615.2 - 615.3;VH 5000-VH 9759
615.2654;VS 9400 - VS 9409
615.2654;VK 7784
615.3;VS 5000 - VS 5909
615.3;VK 5000 - VK 8809
615.31;XI 2900 - XI 9099
615.3137;XI 4000 - XI 4099
615.32;ZC 37000
615.32;ZD 27260
615.321;ZC 37000
615.321;ZD 27260
615.3219;YU 4000 - YU 9099
615.322;ZC 37000
615.322;ZC 67300 - ZC 67399
615.322;ZD 27260
615.32345;XI 2100 - XI 2128
615.32345;XI 5800 - XI 5899
615.32345;YH 5900 - YH 5999
615.32345;ZC 37000
615.32373;ZC 37000
615.32373;YH 5900 - YH 5999
615.32373;XI 5800 - XI 5899
615.32373;XI 2100 - XI 2128
615.32384;XI 8000
615.32384;ZC 37000
615.323952;ZC 37000
615.323952;XI 5700 - XI 5799
615.323952;XI 8000
615.323952;ZC 37000
615.323952;XI 8000
615.323952;ZC 37000
615.323952;XI 8000
615.32433;ZC 37000
615.32433;XI 8000
615.328;VK 8660 - VK 8669
615.328;WD 5000 - WD 5970
615.3295654;XI 3650 - XI 3678
615.3295654;XI 3500
615.34;ZE 25500
615.35;VK 8700 - VK 8709
615.35;XI 4900
615.36;XI 8200 - XI 8299
615.36;VS 9500 - VS 9509
615.36;XI 4600 - XI 4699
615.36;ZE 23000
615.37;XI 6600 - XI 6699
615.37;VS 9200 - VS 9209
615.39;VS 8000 - VS 8009
615.4;VX 5000 - VX 9959
615.401513;VR 7600 - VR 7609
615.401513;XI 2200 - XI 2299
615.5;YU 4000 - YU 9099
615.5;XI 2000 - XI 2099
615.5;XI 1900 - XI 1999
615.5;CU 8000
615.5071;XC 5916
615.5071;XI 2816
615.5071;XI 1416
615.5071;XF 1300 - XF 1399
615.5071;XF 1200
615.5072;XC 2812
615.5072;XI 1700 - XI 1799
615.50724;XI 1700 - XI 1799
615.50724;XI 2812
615.5083;YU 4000 - YU 9099
615.5083;CU 8000
615.5084;YU 4025
615.5092;YT - YU
615.521;YD 6700 - YD 6799
615.522;YD 2300 - YD 2399
615.523;YD 6200 - YD 6299
615.524;YD 6300 - YD 6399
615.525;YD 6800 - YD 6899
615.53;YU 4000 - YU 9099
615.53;XI 7000 - XI 7099
615.53;XI 8000
615.53;YT 2000 - YT 7899
615.53;YU 1000 - YU 1300
615.53;YU 3300 - YU 3399
615.532;XI 8200 - XI 8299
615.532;XF 1272
615.532;VX 9950a
615.532;VW 8000
615.533;YT 8200 - YT 8299
615.533;YU 4015
615.534;YT 8200 - YT 8299
615.534;YU 4015
615.535;XB 5100 - XB 5199
615.535;YU 4000 - YU 9099
615.535;XF 1272
615.538;YU 4000 - YU 9099
615.538;ZX 9700 - ZX 9740
615.542;XI 2324
615.542;XI 2398
615.542;YQ 1800 - YQ 1899
615.542;YT 1624
615.547;YT 1625
615.547;YB 4800 - YB 5399
615.547;XI 2325
615.58;XI 1400 - XI 2399
615.58;XI 3100
615.58;XH 3200 - XH 3299
615.58;VS 8500 - VS 8509
615.6;VT 9000a
615.6;VX 8560 - VX 8569
615.6;XI 1800 - XI 1899
615.6;YT 1600 - YT 1699
615.704;VT 5300
615.7042;VT 5700
615.7042;XI 2000 - XI 2099
615.7045;XI 2000 - XI 2099
615.7045;VS 5800 - VS 5809
615.71;XI 4300 - XI 4399
615.71;VS 8100 - VS 8109
615.72;VS 7380 - VS 7389
615.72;XI 4200 - XI 4299
615.73;XI 4900
615.73;VS 8200 - VS 8209
615.74;XI 4600 - XI 4699
615.76;XI 5200 - XI 5299
615.76;VS 8300 - VS 8309
615.77;XI 6800 - XI 6899
615.77;XI 5100 - XI 5199
615.77;VS 8760 - VS 8769
615.78;YG 2600 - YG 2699
615.78;XI 5700 - XI 5799
615.78;XI 5300
615.781;XI 5500
615.781;VS 7100 - VS 7109
615.782;VS 7100 - VS 7109
615.782;XI 5600 - XI 5699
615.783;XI 4000 - XI 4099
615.783;VS 8760 - VS 8769
615.783;VS 7100 - VS 7109
615.784;XI 5300
615.784;XI 5500- XI 5199
615.784;VS 7100 - VS 7109
615.785;XI 5400
615.785;VS 7100 - VS 7109
615.788;VS 7150 - VS 7159
615.788;CZ 2000
615.788;XI 5800 - XI5899
615.79;VS 8760 - VS 8769
615.79;XI 4400 - XI 4499
615.79;XI 4500 - XI 4599
615.79;XI 4600 - XI 4699
615.79;XI 4900
615.79;XI 6800 - XI 6899
615.79;XI 5100 - XI 5199
615.79;XI 5300
615.79;XI 6400 - XI 6499
615.79;XI 6500 - XI 6599
615.79;XI 6600 - XI 6699
615.79;XI 4200 - XI 4299
615.79;XI 4000 - XI 4099
615.79;XI 3000 - XI 3099
615.79;XI 2900 - XI 9099
615.79;VS 8780 - VS 8789
615.79;VS 8750 - VS 8759
615.79;VS 8450 - VS 8459
615.79;XI 4300 - XI 4399
615.792;VS 8450 - VS 8459
615.792;XI 4000 - XI 4099
615.7922;XI 3500
615.7922;VS 8700
615.7924;VS 8570
615.794;VS 8760 - VS 8769
615.794;VS 8780 - VS 8789
615.794;XI 6400 - XI 6499
615.794;XI 5100 - XI 5199
615.796;VS 7700 - VS 7709
615.796;VS 7900 - VS 7909
615.796;XI 6500 - XI 6599
615.798;XI 7700 - XI 7099
615.82;YB 2700 - YB 2799
615.82;YG 2700 - YG 2799
615.82;YT 8000 - YT 9599
615.82;ZX 9800 - ZX 9880
615.82;ZX 9850 - ZX 9859
615.83;YT 8500 - YT 8599
615.83;ZX 9800 - ZX 9880
615.83;YT 9000 - YT 9099
615.84;YR 3000
615.84;YT 8500 - YT 8599
615.85;YU 4000 - YU 9099
615.85;YU 3300 - YU 3399
615.85;YU 1000 - YU 1300
615.85;YT 7600 - YT 7699
615.85;YT 9500 - YT 9599
615.88;VW 6200 - VW 8059
615.89;YU 4500 - YU 4599
615.89;WG 7400
615.89;ZX 9200 - ZX 9209
615.9;XI
615.9;VT
615.902;XE 7000 - XE 7099
615.902;VT 5350 - VT 5359
615.902;AR 21000 - AR 21900
615.904;XF 3300
615.905;VT 5300
615.905;XI 2400 - XI 2899
615.907;XI 2500 - XI 2599
615.907;XI 2800 - XI 2899
615.907;VT 5300
615.907;YB 3200
615.907;YI 4800 - YI 4899
615.91;VX 8200
615.91;YB 3600 - YB 3699
615.92;YB 3500 - YB 3599
615.92;XI 9000 - XI 9099
615.94;YB 3900 - YB 3999
615.95;YB 3600 - YB 3699
616.024;VR 5800 - VR 9509
616.025;YT 1700 - YT 1799
616.0252;YT 1700 - YT 1799
616.027;YB 1600 - YB 1699
616.027;YC 1900 - YC 1999
616.027;YR 2300 - YR 2399
616.0273;WT 5031
616.0273;WC 6300
616.02733;WT 5038
616.02733;WC 6570
616.027333;WT 5038
616.027333;WC 6570
616.02738;WT 5039
616.02738;WC 6470
616.0277;WX 6600
616.02774;XC 2800 - XC 2899
616.02774;WX 6600
616.02774;WG 7000 - WG 7400
616.02774;WG 6908
616.028;YI 4500 - YI 5999
616.029;XH 3400 - XH 3499
616.029;XC 2800
616.029;MS 6300
616.029;DS 7250
616.029;CW 6760
616.042;XG 2200 - XG 2499
616.042;XG 9419
616.043;XG 9419
616.043;XG 2400 - XG 2499
616.043;XG 2200 - XG 2499
616.043;WG 7150
616.044;YC 1026
616.044;YB 5200 - YB 5299
616.044;XI 1426
616.044;CW 6760
