fromNotation;toNotation
16318-3;4055896-4
12427-4;4516039-9
11219-2;4127364-3
11219-2;4122827-3
12689-2;4161794-0
12950-3;4050076-7
12950-3;4076737-1
12950-3;4291974-5
16514-3;4154372-5
29662-2;4127531-7
14900-1;4211521-8
15920-4;4131694-0
15920-4;4018202-2
15920-4;4187051-7
15920-4;4232664-3
19324-0;4159004-1
13724-0;4419581-3
14151-2;4133407-3
14151-2;4133404-8
14151-2;4030108-4
29810-6;7845826-2
12239-5;4121017-7
11203-3;4074122-9
15714-0;4022378-4
15627-2;4002230-4
14268-2;4169589-6
16477-4;4016418-4
13066-5;4128183-4
18122-3;4195006-9
13636-4;4128452-5
10179-0;4215762-6
10851-1;4226278-1
15699-5;4078951-2
12711-0;4329079-6
13820-4;4126414-9
15731-0;4029466-3
18165-6;4201709-9
13402-1;4062714-7
19614-5;4114551-3
16325-6;4125963-4
14611-1;4123619-1
12022-2;4134883-7
13453-5;4416214-5
12967-0;4128302-8
16078-4;4074580-6
10560-5;4014957-2
18572-0;4268553-9
10173-5;4123185-5
10382-3;4019902-2
18968-3;4062062-1
18968-3;4068550-0
18968-3;4001238-4
11728-2;4127795-8
10719-1;4133692-6
10803-5;4123357-8
10699-2;4128891-9
29967-1;4129025-2
29573-1;4401603-7
19112-1;4125835-6
19112-1;4069335-1
12783-3;4074745-1
19129-5;4144679-3
19231-0;4146775-9
19108-6;4006164-4
19108-6;4193289-4
12570-6;4138224-9
12570-6;4197298-3
12206-6;4154418-3
11168-0;4031767-5
15694-1;4125698-0
15694-1;4114333-4
11394-5;4122926-5
13490-6;4124180-0
20881-0;4158145-3
18005-0;4047294-2
14741-2;4134047-4
10725-6;4163280-1
13434-2;4015358-7
14803-6;4137424-1
27743-5;7550143-0
13431-1;4000767-4
10229-4;4000728-5
30002-6;4037624-2
29910-2;4129240-6
10052-3;4172644-3
12613-0;4077423-5
19691-1;4073644-1
14995-6;4056110-0
12172-4;4112736-5
15115-1;4155272-6
15115-1;4011123-4
29994-5;4190937-9
12574-5;4045253-0
18167-2;4190812-0
16274-4;4046515-9
29329-5;4043183-6
16327-2;4170067-3
10787-5;4140510-9
18766-1;4116522-6
18784-6;4155044-4
29736-6;4125897-6
13312-2;4213713-5
13312-2;4190166-6
29720-0;4834482-5
18972-5;7569267-3
18972-5;4023796-5
19283-2;4537710-8
11046-0;4029577-1
16361-2;4031900-3
29142-0;4120906-0
29461-5;4399758-2
18064-5;4137830-1
16042-4;4047304-1
12847-3;4112549-6
10125-2;4163273-4
10125-2;4487889-8
19215-5;4128260-7
10804-3;4210785-4
10472-2;4059277-7
18924-2;4188478-4
18924-2;4153096-2
18924-2;4033586-0
10037-6;4124477-1
10037-6;4470634-0
10380-0;4013890-2
29707-6;7620692-0
11708-1;4006066-4
29001-4;4214540-5
29261-6;4121764-0
19483-1;4117283-8
15891-6;4074685-9
10495-4;4015332-0
13142-1;4058567-0
10829-1;4279906-5
10829-1;4027451-2
14846-2;4059615-1
13004-6;4323287-5
19226-0;4040100-5
29896-5;4214219-2
18953-2;4005940-6
12230-2;4133000-6
12106-3;4121431-6
14173-6;4008186-2
15889-0;4041387-1
27423-2;4116568-8
27423-2;1054037531
26773-1;4132038-4
12759-0;4154149-2
16333-0;4130304-0
29443-0;4116418-0
28202-6;4077606-2
25881-3;4202523-0
11543-0;4019583-1
18635-2;4033803-4
16012-6;4124089-3
12121-0;4172763-0
12121-0;4126914-7
18088-5;4222118-3
11484-4;4126007-7
19118-3;4022360-7
19118-3;4023774-6
19118-3;4128692-3
13987-3;7701096-6
13987-3;7701097-8
13987-3;4139395-8
11369-4;4015428-2
18001-1;4112634-8
18001-1;4003779-4
18001-1;4195021-5
12640-4;4005988-1
15666-6;4044302-4
29594-0;4125020-5
13979-2;7628045-7
14737-0;4044652-9
12580-3;4159188-4
12667-5;4208467-2
29567-3;7636359-4
13284-2;4004937-1
14040-4;4223608-3
14040-4;4123592-7
19687-6;4056630-4
19687-6;7578209-1
11678-5;4151282-0
11678-5;4038416-0
12754-3;4120544-3
16564-2;4077624-4
10806-6;4140009-4
12423-5;4156967-2
29644-4;4568154-5
18897-0;4026879-2
13527-2;7850055-2
13527-2;4128707-1
13697-5;4117291-7
12487-0;4049628-4
19216-3;4403080-0
19072-1;4424652-3
19072-1;4077850-2
19072-1;4235273-3
18884-2;4145461-3
18884-2;4006658-7
12403-4;4187879-6
15894-0;4060958-3
15894-0;4318611-7
11914-5;4223616-2
12651-6;4037927-9
12961-5;4017966-7
18261-3;4467528-8
19420-4;4165270-8
29890-3;4075372-4
13501-6;4162081-1
19162-0;4032393-6
19311-2;4780246-7
13199-0;4129689-8
18564-6;4756217-1
18564-6;4756236-5
18564-6;4281336-0
18564-6;1037489721
10555-5;4014948-1
10555-5;4213034-7
10555-5;4198756-1
12913-2;4306874-1
12913-2;4026779-9
12302-3;4072843-2
19113-6;4127582-2
19494-3;4466796-6
11424-1;4130376-3
14032-3;7754943-0
14032-3;4132060-8
15858-4;4140889-5
19759-0;4014516-5
14640-1;4164538-8
10948-0;4288710-0
19512-6;4178676-2
14466-5;4014277-2
18072-6;4239879-4
29587-4;4559984-1
29587-4;4558628-7
13674-3;4008113-8
12846-5;4065541-6
12846-5;4500382-8
12015-6;4007348-8
13715-1;4375974-9
13194-3;4191671-2
13935-1;7628254-5
14180-2;4020286-0
16603-4;4026828-7
19748-5;4000464-8
10263-4;4339488-7
10263-4;4240917-2
29923-0;4820176-5
13985-0;4121908-9
13985-0;4127560-3
13985-0;7634569-5
11200-2;4028866-3
12927-5;4466880-6
19218-6;4214278-7
10750-0;4165210-1
27873-6;4009779-1
19682-2;4172548-7
18254-0;4129981-4
29637-1;1063688582
11430-6;4157897-1
10329-0;4203993-9
16287-2;4076228-2
28657-0;4650615-9
12697-3;4261730-3
14237-6;4041417-6
14237-6;4163101-8
14237-6;4132750-0
16672-6;4047516-5
19323-2;4171856-2
13871-1;4018300-2
13026-3;4619448-4
29611-5;4333082-4
12610-6;4002794-6
10268-1;4461217-5
15689-1;4001480-0
13825-1;4117359-4
10436-6;4017894-8
15543-1;4128192-5
15674-0;4055864-2
13560-4;4057883-5
12292-1;4175391-4
13780-4;4032243-9
18010-0;4126823-4
16429-1;4130667-3
11641-0;4274196-8
11641-0;4274198-1
10730-6;4012555-5
11688-2;4121427-4
14142-3;4050061-5
15298-2;4077852-6
20277-1;4211498-6
13457-4;4158999-3
28030-2;1023547457
12618-4;4005920-0
16641-3;4055719-4
11210-6;4183791-5
12971-2;4173646-1
24857-5;4132813-9
14102-1;4117614-5
10213-5;4193271-7
10213-5;4191065-5
10213-5;4139099-4
10213-5;4160528-7
10213-5;4481064-7
10213-5;4215748-1
10213-5;4160645-0
10213-5;4793627-7
10213-5;4398053-3
10213-5;4370372-0
10213-5;4146826-0
10213-5;4285380-1
10213-5;4306024-9
10213-5;4047097-0
10213-5;4139908-0
13413-3;4063317-2
16186-1;4162105-0
16186-1;4162099-9
16186-1;4027447-0
16186-1;4835204-4
14941-1;4008364-0
14941-1;4321794-1
13661-5;4043152-6
15640-3;4010074-1
18868-0;4070463-4
14131-1;4026592-4
29683-1;4506224-9
12028-4;4022362-0
12758-2;4047360-0
29721-5;4200280-1
10612-5;4155312-3
11640-2;4116614-0
29974-4;4031824-2
13553-1;4485368-3
11161-0;4027208-4
18093-5;4114221-4
10141-4;4161671-6
15876-2;4020288-4
11735-5;4013898-7
30001-1;4798257-3
16547-2;4133745-1
10159-6;4172189-5
12829-5;4133377-9
30071-1;4076358-4
28834-4;4177457-7
19527-0;4060675-2
13483-3;4204889-8
13483-3;4121244-7
19651-6;4596172-4
19651-6;4410655-5
12702-1;4032231-2
19380-4;4017200-4
13296-2;4178658-0
13296-2;4050860-2
13830-1;4135951-3
14428-6;4052368-8
16406-6;4131852-3
18287-6;4627383-9
15448-2;4171190-7
29829-6;4044820-4
18004-2;4115533-6
29697-4;4121178-9
19797-6;4327470-5
16397-2;4142364-1
11330-3;4177144-8
16226-1;4044789-3
13386-1;4041059-6
29807-2;4196510-3
29807-2;7611277-9
29807-2;4150136-6
11407-1;4006664-2
19485-4;4133754-2
11390-6;4061612-5
30020-4;4079163-4
30020-4;4079167-1
18286-1;4152831-1
18290-3;4017624-1
11731-6;1032754427
19598-5;4225065-1
18674-6;4206018-7
18674-6;4214003-1
11556-5;4043147-2
18142-4;4113623-8
14318-6;4129739-8
19268-5;4140605-9
12996-0;4009848-5
13708-5;4177418-8
16382-1;4008774-8
11043-6;4249313-4
19024-5;4073850-4
18996-5;4014712-5
14940-3;4019489-9
12251-1;4032923-9
15924-3;4028859-6
15968-4;4048737-4
18888-1;4006676-9
13370-2;4003157-3
13370-2;4140665-5
11342-3;4074311-1
10006-3;4013887-2
10605-2;4065468-0
10605-2;4065365-1
10605-2;4003856-7
19427-4;4152697-1
10489-6;4129300-9
27588-5;7730862-1
10583-0;4123819-9
11893-1;4129710-6
11893-1;7632973-2
11893-1;4144813-3
11893-1;7641697-5
19832-2;4561503-2
30016-2;4171678-4
19526-2;4026656-4
11268-3;4003743-5
11268-3;4003736-8
19633-1;4267581-9
14214-4;4197700-2
19559-1;4128168-8
18017-0;4114012-6
14298-0;4157819-3
14047-4;4178391-8
14047-4;4050419-0
18171-4;4009754-7
14194-5;4008048-1
29753-6;4005963-7
18501-2;4014019-2
10647-0;4209843-9
16656-4;4055731-5
10814-0;4163268-0
15745-3;4075236-7
19615-3;4015134-7
14635-1;4121542-4
18553-4;4500887-5
15009-0;4000098-9
15009-0;4131823-7
28881-2;4023575-0
18608-5;4200411-1
16215-6;4332162-8
19860-4;4124385-7
12883-6;4252248-1
12699-6;4027145-6
18092-0;4117590-6
18959-4;4203674-4
11954-0;4153387-2
18437-6;4780250-9
12508-4;4426425-2
11729-0;4017209-0
12381-2;4144015-8
12381-2;4162679-5
19193-3;4163376-3
14076-4;4225990-3
14483-5;4014201-2
14483-5;4123128-4
19430-1;4127089-7
11753-3;4165217-4
15988-5;4194123-8
14463-4;4136257-3
18977-2;4128272-3
18977-2;7579334-9
18977-2;4313860-3
10968-1;4129409-9
12241-4;4016229-1
11919-2;4471579-1
11047-5;4031892-8
12781-0;4154341-5
12781-0;4182101-4
12781-0;4069133-0
12781-0;4151450-6
18353-5;4014725-3
11282-2;4388668-1
11282-2;4322312-6
12276-6;4193394-1
12511-1;4188130-8
18334-2;4152824-4
14548-3;4151632-1
10085-2;4206469-7
30046-0;4243608-4
29711-1;7695584-9
26879-6;4029002-5
18426-4;4014390-9
30072-6;7713781-4
29775-3;4567206-4
11734-0;4010735-8
18878-4;4138661-9
11264-4;4134089-9
11264-4;4002733-8
11264-4;4015446-4
29576-2;7553558-0
14305-1;4042133-8
19254-2;4497318-4
18575-1;4151494-4
10285-1;4056047-8
13067-3;4065605-6
16288-0;4158142-8
16288-0;4115589-0
19789-5;4070446-4
13400-5;4115439-3
10076-3;4071876-1
19767-1;4253128-7
16509-3;4027058-0
12214-0;4002094-0
11681-2;4062971-5
12254-2;4288723-9
12254-2;4127220-1
12254-2;4034823-4
11628-6;4075581-2
11628-6;4259811-4
15825-5;4131218-1
14383-2;4135461-8
14092-6;4029804-8
18232-3;4060916-9
29341-1;4073328-2
16233-4;4077784-4
11811-1;4014700-9
15951-0;4003920-1
12979-0;4064821-7
28007-4;4204908-8
10088-3;4143069-4
15928-2;4048440-3
18746-0;4372194-1
29342-6;7674048-1
19763-2;4058881-6
19763-2;4065027-3
16379-4;4046401-5
15063-1;4128461-6
15063-1;4187863-2
27762-1;4121068-2
19237-2;4194030-1
13145-2;4375087-4
13145-2;4059618-7
12407-3;4124550-7
18080-0;4147748-0
15647-3;4027743-4
12287-1;4252195-6
19154-6;4419850-4
12475-0;4165378-6
18428-0;4332612-2
29760-2;4122969-1
29760-2;4195283-2
29760-2;7586536-1
29760-2;7638653-3
11574-3;4066754-6
18658-4;4252624-3
14046-6;4045895-7
14046-6;4036546-3
14122-2;4352756-5
14122-2;4017469-4
12876-3;4239913-0
12876-3;4183182-2
29638-6;4749242-9
12208-2;4027575-9
11536-4;4017212-0
18396-1;4418676-9
19071-3;4557997-0
15770-4;4061644-7
13082-0;4045902-0
13867-6;4066804-6
20018-4;7594875-8
10018-3;4052105-9
14766-0;4183033-7
14766-0;4799254-2
15376-1;4043212-9
29977-5;4188240-4
16629-0;4332196-3
11451-5;4782376-8
13418-0;4055905-1
18876-1;4025254-1
12770-5;4232471-3
12770-5;4168907-0
29062-5;4725163-3
15970-3;4048822-6
29201-3;7623494-0
12438-6;4078594-4
28854-5;4071711-2
27816-4;4273818-0
29651-0;4310399-6
29361-2;4035596-2
14722-6;4407736-1
19599-3;4019702-5
14350-3;4012211-6
13411-0;4061707-5
14381-6;4037786-6
19768-6;4020310-4
11224-2;4160783-1
11943-5;4195665-5
14762-1;4195691-6
15963-0;4014880-4
12226-0;4132264-2
20125-3;4198547-3
13510-5;4062901-6
10012-1;4125826-5
10012-1;4308758-9
10012-1;4496823-1
10012-1;4469030-7
10012-1;4396706-1
10012-1;4121618-0
10012-1;4132228-9
10012-1;4039867-5
10012-1;4211295-3
10012-1;4847761-8
10012-1;4114591-4
10012-1;4187577-1
10012-1;4190813-2
10012-1;4202837-1
10012-1;4121764-0
10012-1;4626574-0
10012-1;4125020-5
10012-1;4126683-3
10012-1;4396711-5
10012-1;4636542-4
10012-1;4192861-1
10012-1;4142139-5
10012-1;4417324-6
10012-1;4160386-2
10012-1;4395767-5
10012-1;4380154-7
10012-1;4190688-3
10012-1;4382158-3
10012-1;4177872-8
10012-1;4588101-7
10012-1;4184731-3
10012-1;4164624-1
10012-1;4670407-3
10012-1;4165457-2
10012-1;4564380-5
10012-1;4197208-9
10012-1;4328181-3
10012-1;4158545-8
10012-1;4400041-8
10012-1;4127562-7
10012-1;4564382-9
10012-1;4159250-5
10012-1;4159443-5
10012-1;4173647-3
10012-1;4125886-1
10012-1;4367842-7
10012-1;4137877-5
10012-1;4492147-0
10012-1;4193249-3
10012-1;4127463-5
10012-1;4396690-1
10012-1;4162956-5
10012-1;4037621-7
10012-1;4236373-1
10012-1;4304231-4
10012-1;4159405-8
10012-1;4194777-0
10012-1;4316442-0
10012-1;4572506-8
10012-1;4126210-4
10012-1;4626573-9
10012-1;4202487-0
10012-1;4348636-8
10012-1;4208414-3
10012-1;4235595-3
10012-1;4127143-9
10012-1;4124618-4
10012-1;4296525-1
10012-1;4172472-0
10012-1;4113238-5
10012-1;4131284-3
10012-1;4266387-8
10012-1;4783999-5
10012-1;4240248-7
10012-1;4302181-5
10012-1;4691810-3
10012-1;4236163-1
10012-1;4192333-9
10012-1;4189688-9
10012-1;4181333-9
10012-1;4191534-3
10012-1;4396699-8
10012-1;4032561-1
13219-6;4034883-0
11572-0;4058345-4
11706-5;4132454-7
11706-5;4057455-6
11706-5;4368640-0
11706-5;4483724-0
11706-5;4139406-9
11706-5;4013896-3
11706-5;4126755-2
14765-2;4125194-5
15717-1;4077574-4
10343-6;4066466-1
19329-4;4027429-9
18856-0;4129260-1
11258-6;4136197-0
11258-6;4500109-1
14223-3;4003178-0
18892-3;4136584-7
16704-5;4003524-4
16300-1;4041331-7
26068-1;4796323-2
15709-0;4039785-3
10439-0;4124417-5
10558-6;4224722-6
14450-6;4033146-5
16326-4;4074570-3
24783-1;7563495-8
10114-0;4257196-0
14042-0;4024018-6
14042-0;4032776-0
13217-3;4032680-9
16642-1;4065654-8
10005-5;4013793-4
10092-5;4153414-1
15739-5;4034046-6
18461-2;4026822-6
13422-2;4565747-6
16556-1;4078931-7
18097-4;4182185-3
18097-4;4135780-2
18371-3;4521708-7
14829-2;4034974-3
29892-6;4129174-8
14106-0;4020803-5
29659-5;7653146-6
11833-5;4062955-7
11669-6;4036246-2
13807-3;4067287-6
10208-5;4137113-6
13225-4;4255891-8
12700-5;4163242-4
30037-1;4064777-8
12644-3;4037928-0
19793-0;4127752-1
18271-0;4147723-6
15998-2;4022344-9
14296-4;4013531-7
13808-1;4133741-4
13272-2;4191734-0
29577-0;7547705-1
12598-5;4190611-1
18678-5;4360413-4
10216-6;4175617-4
11375-2;4180040-0
11375-2;4053369-4
19685-3;4127960-8
11934-6;4060690-9
13292-3;4032836-3
11531-0;4172199-8
19772-1;4171414-3
28794-4;4173548-1
28794-4;4044903-8
19819-1;4157303-1
19819-1;4158985-3
14946-5;4123548-4
13644-5;4018406-7
11541-4;4129107-4
29674-2;4248004-8
29674-2;4502290-2
15801-5;4040364-6
12234-1;4002107-5
12234-1;4121262-9
28130-5;4788337-6
18105-3;4045107-0
10576-4;4034407-1
19706-0;4049416-0
28418-4;4074168-0
16623-5;4236433-4
10610-2;4135116-2
16535-2;4028892-4
11036-3;4002608-5
11036-3;4278482-7
11036-3;4133192-8
11683-5;4187508-4
11683-5;4189720-1
29913-3;4167709-2
13433-4;4191581-1
13176-5;4057887-2
29572-3;4017961-8
12020-6;4007399-3
14776-4;4021142-3
26022-4;4631075-7
12931-0;4063229-5
12931-0;4165234-4
14012-2;4137184-7
19841-1;4073136-4
25974-3;4120956-4
13274-5;4046886-0
13281-1;4428929-7
15397-0;4070044-6
16595-5;4055762-5
19709-1;4125218-4
13110-0;4025713-7
13110-0;4025681-9
11212-2;4078190-2
13811-5;4076356-0
19002-1;4167289-6
10013-6;4246274-5
10013-6;4219414-3
10013-6;4120596-0
10013-6;4840171-7
10013-6;4041036-5
10013-6;4129053-7
10013-6;4187578-3
10013-6;4151748-9
11371-3;4016867-0
30015-4;1068893915
13250-5;4043541-6
11057-2;4442258-1
13588-3;4187847-4
16650-2;4054412-6
13686-3;4129045-8
27426-3;4063834-0
12793-0;4323154-8
11294-2;4144793-1
29324-1;4234513-3
11357-4;4136533-1
11272-5;4069349-1
11272-5;4005979-0
19668-3;4190038-8
29709-2;4184759-3
12607-2;4195168-2
12607-2;4002692-9
14938-4;4078186-0
12441-3;4440195-4
16035-1;4051148-0
12782-5;4018062-1
12775-2;4043188-5
10548-2;4130775-6
11290-3;4144786-4
11290-3;4005857-8
19807-1;4428654-5
11276-4;7521243-2
12394-0;4128220-6
10789-1;4148069-7
10789-1;4141085-3
13155-6;4129884-6
13874-2;4611116-5
11825-4;4020041-3
13399-6;4049401-9
11326-1;4168081-9
18373-6;4015193-1
13045-6;7518016-9
12265-4;4219438-6
18086-2;4498161-2
29826-5;7524499-8
14779-5;4157424-2
16146-6;4040961-2
18166-4;4273154-9
30069-2;4047689-3
12571-4;4115532-4
20455-3;4154454-7
12050-4;4160456-8
29882-2;4278787-7
29858-6;4275806-3
13424-5;4191208-1
10866-2;4016034-8
13529-5;4006767-1
29980-2;4394894-7
13282-6;4188015-8
16445-3;4000197-0
29893-4;4140553-5
16017-3;4056666-3
16699-0;7559164-9
16699-0;4688519-5
13576-3;4179595-7
27390-5;4078622-5
10223-2;4062060-8
13622-1;4031830-8
13573-2;4187847-4
12904-3;4246610-6
14975-5;4113460-6
18495-6;4004955-3
14421-6;4168246-4
28541-5;4180229-9
30073-4;4187357-9
16081-1;4066510-0
12368-1;4017826-2
18862-5;4036871-3
14007-2;4394290-8
11558-1;4181906-8
12562-5;4377823-9
11652-2;4070938-3
16417-1;4171607-3
11289-2;4005081-6
11289-2;4205706-1
18680-4;4113693-7
28820-1;4137528-2
18748-3;4193378-3
13809-6;4017009-3
19570-6;4253934-1
11346-2;4184470-1
11346-2;4117168-8
11986-1;4182741-7
18981-4;4168632-9
10668-6;4162074-4
14909-4;4163828-1
13181-5;4218315-7
18312-5;4017316-1
10038-4;4193073-3
10481-1;4044884-8
19708-3;4120503-0
10007-1;4161622-4
11692-4;4057470-2
11692-4;4057483-0
19097-6;4032580-5
11784-6;4208974-8
18062-2;4423791-1
15695-6;4056723-0
11579-0;4043164-2
29635-5;4573126-3
12914-0;4120898-5
18842-4;4047363-6
15711-6;4055707-8
10673-6;4425077-0
15837-5;4002818-5
19524-6;4322439-8
14949-6;4125086-2
15905-0;4124541-6
13473-6;4054383-3
18002-6;4113228-2
15021-3;4330954-9
12788-0;4176747-0
16266-3;4008767-0
12980-1;4132253-8
12980-1;4005616-8
10575-6;4034450-2
20977-1;4418693-9
13362-1;4056424-1
10623-0;4044123-4
10458-3;4231319-3
11667-3;4165439-0
27615-0;7734841-2
14306-6;4174871-2
14306-6;4174856-6
11303-6;4284992-5
13735-2;4043670-6
29891-1;4652849-0
16531-3;4015447-6
29769-5;4005275-8
11438-4;4283925-7
15787-1;4075996-9
14169-4;4060087-7
19774-4;4042062-0
12019-5;4138280-8
29992-2;4145575-7
19637-0;4049514-0
19637-0;4377395-3
13215-0;4160518-4
12939-5;4019009-2
19141-1;4426453-7
19141-1;4114330-9
10682-5;4023248-7
10682-5;4003857-9
10682-5;4003841-5
10040-3;4001302-9
13507-1;4048574-2
19488-5;4156531-9
12969-3;4392057-3
12969-3;4059314-9
12969-3;4112555-1
13793-2;4124608-1
10137-2;4190933-1
11215-3;4062137-6
29996-1;4000957-9
11153-6;4126353-4
13401-3;4133591-0
13401-3;4117337-5
18186-5;4063311-1
18186-5;4236015-8
18074-2;4225938-1
18074-2;4727098-6
12025-3;4026617-5
12025-3;4423785-6
18292-6;4074111-4
27167-1;4173892-5
16052-1;4020865-5
10696-1;4140782-9
15648-1;4114087-4
11154-4;4008822-4
19367-3;4160522-6
19136-1;4203516-8
19136-1;4033991-9
15911-5;4006295-8
19020-6;4131715-4
11707-3;4334358-2
29714-2;4472938-8
13713-5;4130931-5
10966-5;4066521-5
15055-0;4043664-0
29566-5;4029932-6
18023-5;4115606-7
14083-0;4605843-6
14083-0;4059283-2
15026-0;4001865-9
20176-0;4792793-8
11592-1;4192154-9
29698-2;7851546-4
15396-2;4067486-1
12146-5;4136164-7
15927-4;4037363-0
13033-6;4166120-5
13639-5;4123233-1
15604-0;4011134-9
18855-2;4137002-8
19010-2;4066571-9
12730-3;4403262-6
12730-3;4069816-6
15956-4;4050863-8
13775-4;4161145-7
11844-0;4182775-2
11844-0;4056795-3
15932-4;4076527-1
29229-2;4460479-8
18127-0;4249325-0
12089-5;4078610-9
19442-1;4059827-5
16150-1;4184467-1
16150-1;4117170-6
14193-0;4043248-8
15033-3;4014894-4
12396-3;4112756-0
12396-3;4057424-6
29749-4;7613978-5
14433-6;4193794-6
14433-6;4073757-3
14095-0;4049271-0
18410-5;4135884-3
18410-5;4491548-2
13202-2;4284397-2
10002-4;4003559-1
15682-1;4065348-1
14119-5;4139288-7
16400-4;4002333-3
11327-6;4131996-5
11530-2;4217128-3
29301-6;4017102-4
14702-5;4033676-1
29620-4;4019589-2
19009-1;4314977-7
19813-6;4057785-5
10192-1;4139180-9
19466-1;4218983-4
14302-0;4042063-2
13309-5;4129525-0
14055-5;4259992-1
14055-5;4136931-2
10772-4;4322407-6
13561-2;4289060-3
11404-0;4053532-0
15883-5;4033469-7
13200-6;4510698-8
13200-6;4180816-2
13200-6;4544744-5
13200-6;4127747-8
10010-5;4187188-1
10010-5;4078777-1
11931-5;4225795-5
20321-3;7733387-1
19454-1;4146152-6
16329-5;4049012-9
13688-6;4209657-1
12446-0;4020918-0
13299-3;4054198-8
13299-3;4060698-3
28542-3;4136328-0
12990-5;4031646-4
12591-5;4214086-9
12591-5;4069375-2
12341-0;4204787-0
13349-0;4066567-7
13349-0;4136652-9
14472-3;4014360-0
15725-2;4055893-9
12111-3;4286251-6
12111-3;4115464-2
12111-3;4112619-1
18349-3;4124833-8
15470-2;4138606-1
12236-4;4004455-5
10293-2;4475258-1
13287-3;4032934-3
11485-2;4703054-9
13746-4;4213508-4
16030-4;4016419-6
11529-1;4032589-1
15017-1;4124209-9
10807-4;4120506-6
14626-2;4137948-2
14626-2;4027122-5
29937-3;4027005-1
13784-3;4149112-9
10487-3;4002015-0
14948-1;4227084-4
13234-3;4296590-1
11532-5;4154413-4
13687-1;4004450-6
12031-1;4123416-9
18775-0;4236001-8
16588-2;4020588-5
13156-4;4128443-4
19160-4;4335050-1
10414-2;4066527-6
12271-2;4150311-9
18116-5;4202404-3
29063-3;4028779-8
11443-4;4457563-4
10217-4;4115623-7
11782-3;4129504-3
29975-2;4067618-3
13727-1;4020190-9
18646-4;4175451-7
13347-4;4129410-5
29689-3;4115601-8
29630-1;7660013-0
19741-5;4016674-0
16196-5;4033197-0
15914-6;4246600-3
12841-1;4133375-5
28938-6;4203459-0
13377-2;4376215-3
11684-3;4203135-7
11684-3;4207822-2
18320-6;4120851-1
29978-3;4136213-5
12982-4;4014066-0
13160-6;4124852-1
20485-1;4126005-3
20485-1;4126008-9
20485-1;4133097-3
19415-4;4414986-4
13246-3;4036597-9
12325-5;4008619-7
18547-6;4130179-1
18547-6;4204790-0
19743-1;4025615-7
19529-3;4048213-3
16540-2;4212490-6
10671-3;4758072-0
19842-6;4068185-3
16695-1;4131336-7
19305-4;4305524-2
19696-5;4136757-1
14716-1;4052146-1
11850-5;4155366-4
29983-3;4076226-9
13218-1;4034878-7
26289-6;4068999-2
29555-3;4470634-0
11717-0;4301637-6
18204-1;4192845-3
10361-4;4128162-7
10945-6;4192032-6
18455-4;4128115-9
11905-6;4181598-1
18313-3;4073995-8
19513-4;4135880-6
15873-1;4130684-3
15873-1;4020227-6
29581-2;4027453-6
18144-0;4023699-7
12818-3;4076968-9
10246-4;4231967-5
10746-5;4072901-1
16214-1;4155776-1
18838-2;4412013-8
18838-2;4134161-2
14984-4;4114605-0
12742-3;4120609-5
18955-5;4207188-4
19496-6;4041509-0
16034-3;4047375-2
16411-6;4035582-2
12765-5;4059504-3
12919-4;4033695-5
10713-6;4191024-2
16112-2;4183211-5
16112-2;4057465-9
27795-0;4139402-1
10440-1;4002766-1
29836-2;4128863-4
19539-0;4146089-3
14081-4;4300199-3
14081-4;4136938-5
19408-1;4183218-8
13224-6;4169591-4
11207-2;4076606-8
11207-2;4294058-8
15744-5;4038331-3
20401-5;4027238-2
13591-0;4381028-7
10993-2;4190067-4
12755-1;4036367-3
19090-6;4202417-1
29705-3;4063191-6
29919-5;4152930-3
13293-1;4032948-3
14074-1;4174079-8
14973-2;4145364-5
14973-2;4006537-6
28977-3;7601901-9
10690-6;4128764-2
13264-1;4121852-8
13264-1;4062975-2
10961-1;4140591-2
11682-0;4063083-3
16007-6;4043181-2
16601-1;4376157-4
19192-5;4164520-0
12589-6;4121465-1
29241-5;4025408-2
11253-2;4139078-7
19654-0;4406462-7
29688-5;4551239-5
19504-5;4041074-2
26376-4;4027251-5
16416-3;4041300-7
16416-3;4132043-8
16159-4;4055892-7
16159-4;4116537-8
16159-4;4116548-2
13339-3;4575764-1
15483-0;4043586-6
10698-4;4158980-4
10850-3;4000910-5
19751-2;4126830-1
29985-6;4139716-2
16709-2;4015602-3
19707-5;4077732-7
12932-5;4066772-8
11591-3;4019962-9
12785-6;4234505-4
12785-6;4133523-5
12785-6;4197019-6
15946-0;4136497-1
13472-1;4136421-1
10785-2;4125844-7
18647-2;4192358-3
10298-6;4245152-8
10298-6;4062632-5
15466-0;4014904-3
19656-3;4003789-7
20314-0;4227582-9
18172-2;4192516-6
29402-0;4366912-8
24666-5;4802015-1
19723-0;4039324-0
13492-2;4063149-7
10172-0;4246991-0
18877-6;4025255-3
29866-0;4137027-2
18926-5;4033647-5
18957-1;4235007-4
13632-5;4045298-0
15952-5;4013960-8
11452-3;4752595-2
13063-4;4179558-1
18657-6;4201284-3
10753-1;4174107-9
10781-3;4194726-5
11635-2;4516898-2
13039-1;4169639-6
12564-1;4045259-1
18508-2;4113437-0
14118-0;4067764-3
12309-3;4214154-0
12309-3;4190749-8
14353-4;4154773-1
19849-6;4071748-3
19849-6;4129140-2
10685-6;4165157-1
10685-6;4200390-8
16409-0;4164683-6
12594-6;4035239-0
13689-4;4219532-9
13514-4;4187844-9
13514-4;4491527-5
